document,index,form,posTag,nerLabel,head,depLabel
1,11,quốc_tế,N,O,10,nmod
1,12,-,CH,O,7,punct
1,13,trang_sức,V,O,7,vmod
1,14,Pandora,Np,O,13,dob
1,15,",",CH,O,7,punct
1,16,đồng_hồ,N,O,14,nmod
1,17,August_Berg,Np,B-PER,16,nmod
1,18,",",CH,O,7,punct
1,19,Olivia_Burton,Np,B-PER,16,nmod
1,20,",",CH,O,7,punct
1,21,Bering,Np,B-PER,16,nmod
1,22,và,Cc,O,7,coord
1,23,Paul_Hewitt,Np,B-PER,22,conj
1,24,.,CH,O,7,punct
2,1,\,CH,O,6,punct
2,2,\,Nc,O,6,sub
2,3,🌱Ngẫm,Np,B-PER,2,nmod
2,4,:,CH,O,2,punct
2,5,Bạn,N,O,2,nmod
2,6,tồn_tại,V,O,0,root
2,7,bởi_vì,E,O,6,prp
2,8,bạn,N,O,7,pob
2,9,tạo,V,O,8,nmod
2,10,ra,V,O,9,adv
2,11,giá_trị,N,O,9,dob
2,12,cho,E,O,9,iob
2,13,cuộc_sống,N,O,12,pob
2,14,",",CH,O,6,punct
2,15,bạn,N,O,16,sub
2,16,bị,V,O,6,dep
2,17,đào_thải,V,O,16,vmod
2,18,bởi_vì,E,O,17,prp
2,19,bạn,N,O,22,sub
2,20,đã,R,O,22,adv
2,21,không,R,O,22,adv
2,22,còn,V,O,18,dep
2,23,giá_trị,N,O,22,dob
2,24,.,CH,O,6,punct
2,1,\,CH,O,16,punct
2,2,\,Nc,O,16,sub
2,3,🌱Ngẫm,Np,B-PER,2,nmod
2,4,:,CH,O,2,punct
2,5,Đối_với,E,O,2,punct
2,6,người,N,O,5,pob
2,7,hay,Cc,O,6,coord
2,8,sự_việc,N,O,7,conj
2,9,thì,C,O,16,dep
2,10,cũng,R,O,12,dep
2,11,đều,R,O,12,dep
2,12,như_thế,X,O,2,x
2,13,",",CH,O,16,punct
2,14,chúng_ta,P,O,16,sub
2,15,không,R,O,16,adv
2,16,nên,V,O,0,root
2,17,lo_lắng,V,O,16,vmod
2,18,phải,V,O,17,vmod
2,19,làm,V,O,18,vmod
2,20,nhiều,A,O,19,vmod
2,21,mà,C,O,16,coord
2,22,không,R,O,23,adv
2,23,có,V,O,21,conj
2,24,hồi,N,O,23,dob
2,25,báo,N,O,24,nmod
2,26,.,CH,O,16,punct
3,1,\,Nc,O,0,root
3,2,Photo,Np,B-PER,1,nmod
3,3,:,CH,O,1,punct
3,4,Hứa_Quý_Long,Np,B-PER,1,nmod
16,1,Ơn,N,O,6,sub
16,2,giời,V,O,1,nmod
16,3,hoàng_thượng,N,O,2,dob
16,4,Trấn_Thành,Np,B-PER,3,nmod
16,5,đây,P,O,1,det
16,6,rồi,R,O,7,x
16,7,...,CH,O,0,punct
16,1,Cám_ơn,V,O,0,root
16,2,hoàng_thượng,N,O,1,dob
16,3,đã,R,O,5,adv
16,4,"""",CH,O,5,punct
16,5,vặn,V,O,1,vmod
16,6,đúng,A,O,5,vmod
16,7,cái,Nc,O,6,amod
16,8,đài,N,O,7,nmod
16,9,"""",CH,O,5,punct
16,10,của,E,O,7,nmod
16,11,Hiền,Np,B-PER,10,pob
16,12,Hồ😆,Np,I-PER,11,nmod
16,13,\,N,O,5,tmp
16,14,\,M,O,17,det
16,15,💢,CH,O,5,punct
16,16,Mọi,L,O,17,det
16,17,người,N,O,30,sub
16,18,xem,V,O,17,nmod
16,19,tập,N,O,18,dob
16,20,FULL,Ny,O,19,nmod
16,21,Ơn_Giời_Cậu_Đây,Np,O,19,nmod
16,22,Rồi,C,O,1,coord
16,23,ở,E,O,22,conj
16,24,đây,P,O,23,pob
16,25,nhé,T,O,27,nmod
16,26,:,CH,O,17,punct
16,27,https://youtu.be/XwKNUJwKTIo\,N,O,17,nmod
16,28,\,CH,O,30,punct
16,29,#,CH,O,30,punct
16,30,hienho,V,O,1,vmod
16,31,#,CH,O,30,punct
16,32,tranhthanh,V,O,30,vmod
16,33,#,CH,O,30,punct
16,34,ongioicaudayroi,V,O,30,vmod
21,1,Bà,Nc,O,3,sub
21,2,Hà,Np,B-PER,1,nmod
21,3,cho,V,O,0,root
21,4,biết,V,O,3,vmod
21,5,:,CH,O,3,punct
21,6,"""",CH,O,3,punct
21,7,muốn,V,O,3,vmod
21,8,đợi,V,O,7,vmod
21,9,2,M,O,10,det
21,10,con,N,O,8,dob
21,11,lớn,V,O,10,nmod
21,12,lên,V,O,11,vmod
21,13,rồi,C,O,7,coord
21,14,mới,R,O,15,adv
21,15,nói,V,O,13,conj
21,16,ai,P,O,17,sub
21,17,là,V,O,15,vmod
21,18,bố,N,O,17,dob
21,19,chúng,P,O,18,nmod
21,20,"""",CH,O,3,punct
21,21,...,CH,O,3,punct
27,1,[,Nc,O,7,sub
27,2,Pink_Day,Np,B-PER,1,nmod
27,3,],CH,O,1,punct
27,4,\,CH,O,1,punct
27,5,\,Nc,O,7,sub
27,6,👉Đây,Np,O,5,nmod
27,7,là,V,O,0,root
27,8,tui,P,O,7,dob
27,9,mỗi,M,O,10,det
27,10,khi,N,O,30,tmp
27,11,con,Nc,O,14,sub
27,12,bạn,N,O,11,nmod
27,13,thân,A,O,11,nmod
27,14,kêu,V,O,10,nmod
27,15,diện,N,O,14,dob
27,16,đồ,N,O,15,nmod
27,17,hường,N,O,16,nmod
27,18,sương,N,O,16,nmod
27,19,sương,N,O,16,nmod
27,20,ra,V,O,14,vmod
27,21,Bờ_Rờ,Np,O,20,loc
27,22,đầu,N,O,21,nmod
27,23,hẽm,N,O,22,nmod
27,24,ăn,V,O,20,prp
27,25,kem,N,O,24,dob
27,26,mỗi,M,O,27,det
27,27,thứ,N,O,44,sub
27,28,4,M,O,27,det
27,29,hằng,R,O,30,adv
27,30,tuần😊,V,O,7,dep
27,31,\,M,O,32,det
27,32,\,Nu,O,30,tmp
27,33,📌,CH,O,7,punct
27,34,Mặc,V,O,7,vmod
27,35,đồ,N,O,34,dob
27,36,hường,N,O,35,nmod
27,37,để,E,O,34,prp
27,38,đuợc,V,O,37,vmod
27,39,hưởng,V,O,38,vmod
27,40,mua,V,O,39,vmod
27,41,lớn,A,O,40,vmod
27,42,hốt,V,O,40,vmod
27,43,nhỏ,A,O,42,vmod
27,44,áp_dụng,V,O,7,dep
27,45,cho,E,O,44,vmod
27,46,kem,N,O,45,pob
27,47,viên,V,O,46,nmod
27,48,và,Cc,O,44,coord
27,49,thức,V,O,48,conj
27,50,uống,V,O,49,vmod
27,51,lạnh,A,O,50,vmod
27,52,nhaaa,N,O,49,dob
27,53,\,M,O,54,det
27,54,\,Nu,O,49,tmp
27,55,#,CH,O,7,punct
27,56,baskinrobbins,N,O,54,nmod
27,57,\,M,O,58,det
27,58,#,Nu,O,54,nmod
27,59,pinkday,N,O,58,nmod
27,60,\,M,O,61,det
27,61,#,Nu,O,58,nmod
27,62,ngayhongzuithiet,V,O,7,dep
28,1,Idol,N,O,6,sub
28,2,của,E,O,1,nmod
28,3,"""",CH,O,4,punct
28,4,bắp,N,O,2,pob
28,5,"""",CH,O,4,punct
28,6,là,C,O,0,root
28,7,Ngọc_Trinh,Np,B-PER,6,dob
28,8,à,T,O,7,nmod
28,9,?,CH,O,6,punct
29,1,Thèm,V,O,0,root
29,2,một,M,O,3,det
29,3,chuyến,N,O,1,dob
29,4,đi,V,O,3,nmod
29,5,chơi,V,O,4,vmod
29,6,xa,A,O,5,vmod
29,7,cùng,C,O,3,coord
29,8,người_yêu,N,O,7,conj
29,9,❤,CH,O,1,punct
29,10,\,CH,O,1,punct
29,11,\,Nc,O,8,nmod
29,12,Ảnh,Np,O,11,nmod
29,13,:,CH,O,11,punct
29,14,Bảo_Huyên,Np,B-PER,11,nmod
29,15,\,CH,O,11,punct
29,16,#,Nc,O,11,nmod
29,17,HP,Np,O,16,nmod
37,1,\,CH,O,5,punct
37,2,•,CH,O,6,punct
37,3,Kho_SIM,N,O,0,root
37,4,hàng,R,O,6,nmod
37,5,ngàn,M,O,6,det
37,6,số,N,O,3,prd
37,7,cực,A,O,6,nmod
37,8,đẹp,A,O,7,amod
37,9,",",CH,O,6,punct
37,10,hợp,V,O,6,nmod
37,11,phong_thuỷ,N,O,10,dob
37,12,",",CH,O,10,punct
37,13,hợp,V,O,10,vmod
37,14,mạng,N,O,13,dob
37,15,",",CH,O,3,punct
37,16,hợp,V,O,14,nmod
37,17,tuổi,N,O,16,dob
37,18,",",CH,O,19,punct
37,19,tiện,A,O,24,loc
37,20,đường,N,O,19,amod
37,21,kinh_doanh,V,O,20,nmod
37,22,để,E,O,27,prp
37,23,bạn,N,O,24,sub
37,24,lựa_chọn,V,O,22,dep
37,25,như,C,O,24,vmod
37,26,:,CH,O,24,punct
37,27,Thần_Tài,Np,O,0,root
37,28,",",CH,O,27,punct
37,29,Phú_Quý,Np,B-LOC,27,nmod
37,30,",",CH,O,27,punct
37,31,Tam_Hoa,Np,B-PER,27,nmod
37,32,",",CH,O,27,punct
37,33,Phát_Lộc,Np,B-PER,27,nmod
37,34,",",CH,O,27,punct
37,35,Năm,Np,B-PER,27,nmod
37,36,Sinh,Np,I-PER,35,nmod
37,37,",",CH,O,27,punct
37,38,Số,N,O,27,nmod
37,39,tiến,V,O,38,nmod
37,40,",",CH,O,27,punct
37,41,Gánh,Np,O,27,nmod
37,42,-,CH,O,27,punct
37,43,Đảo,N,O,27,nmod
37,44,",",CH,O,27,punct
37,45,Ông_Địa,Np,B-PER,3,nmod
37,46,...,CH,O,45,punct
39,1,Cùng,C,O,3,dep
39,2,Sĩ_Thanh,Np,B-PER,3,sub
39,3,tìm,V,O,0,root
39,4,ra,R,O,3,adv
39,5,3,M,O,6,det
39,6,vị,Nc,O,3,dob
39,7,chủ_nhân,N,O,6,nmod
39,8,của,E,O,6,nmod
39,9,3,M,O,10,det
39,10,ký,Nu,O,8,pob
39,11,vàng,N,O,10,nmod
39,12,đầu_tiên,A,O,10,nmod
39,13,trong,E,O,6,nmod
39,14,chương_trình,N,O,13,pob
39,15,',CH,O,3,punct
39,16,Xé_Ngay_Trúng_Liền,Np,O,14,nmod
39,17,",",CH,O,3,punct
39,18,Hơn,A,O,20,nmod
39,19,2,M,O,20,det
39,20,Triệu_Giải,Np,O,3,loc
39,21,",",CH,O,3,punct
39,22,Trúng,Np,O,20,nmod
39,23,69,M,O,24,det
39,24,Tỷ,N,O,16,nmod
39,25,',CH,O,3,punct
39,26,và,Cc,O,3,coord
39,27,hàng,R,O,29,nmod
39,28,chục,M,O,29,det
39,29,giải_thưởng,N,O,24,dob
39,30,giá_trị,N,O,29,nmod
39,31,khác,A,O,30,nmod
39,32,.,CH,O,3,punct
40,1,Với,E,O,12,adv
40,2,cuốn,Nc,O,1,pob
40,3,sách,N,O,2,nmod
40,4,quan_trọng,A,O,2,nmod
40,5,của,E,O,2,nmod
40,6,Napoleon_Hills,Np,B-PER,5,pob
40,7,",",CH,O,12,punct
40,8,nếu_như,C,O,12,dep
40,9,tựa,N,O,12,sub
40,10,đề,N,O,9,nmod
40,11,chỉ,R,O,12,adv
40,12,là,V,O,0,root
40,13,“,Nc,O,12,dob
40,14,Think,Np,O,13,nmod
40,15,and,Cc,O,13,nmod
40,16,Grow,Np,O,13,nmod
40,17,”,CH,O,12,punct
40,18,thì,C,O,12,coord
40,19,nó,P,O,23,sub
40,20,cũng,R,O,23,adv
40,21,sẽ,R,O,23,adv
40,22,không,R,O,23,adv
40,23,có,V,O,18,conj
40,24,gì,P,O,23,dob
40,25,quá,R,O,26,amod
40,26,đặc_biệt,A,O,24,nmod
40,27,…,M,O,28,det
40,28,cái,Nc,O,26,amod
40,29,quan_trọng,A,O,28,nmod
40,30,nhất,R,O,29,amod
40,31,là,V,O,28,nmod
40,32,Grow_RICH,Np,O,31,vmod
40,33,!,CH,O,12,punct
40,1,Không,R,O,2,adv
40,2,phải,V,O,0,root
40,3,Grow_Happy,Np,B-PER,2,dob
40,4,",",CH,O,3,punct
40,5,Grow_Peaceful,Np,B-PER,3,nmod
40,6,…,CH,O,3,punct
40,7,but,V,O,3,nmod
40,8,Grow_RICH,Np,O,7,dob
40,9,!,CH,O,2,punct
40,1,Tựa,N,O,7,sub
40,2,đề,V,O,1,nmod
40,3,cuốn,Nc,O,2,dob
40,4,sách,N,O,3,nmod
40,5,của,E,O,3,nmod
40,6,Dale_Canergie,Np,B-PER,5,pob
40,7,là,V,O,0,root
40,8,“,Nc,O,7,dob
40,9,How,Np,O,8,nmod
40,10,to,A,O,8,nmod
40,11,Win_Friends,Np,O,10,amod
40,12,and,Cc,O,11,coord
40,13,Influence_People,Np,O,12,conj
40,14,”,CH,O,7,punct
40,15,–,CH,O,7,punct
40,16,Cách,V,O,7,vmod
40,17,để,E,O,16,prp
40,18,kết,V,O,17,vmod
40,19,Bạn,N,O,18,dob
40,20,và,Cc,O,16,coord
40,21,Ảnh_hưởng,V,O,20,conj
40,22,người,N,O,21,dob
40,23,khác,A,O,22,nmod
40,24,!,CH,O,7,punct
40,1,\,CH,O,2,punct
40,2,Xem,V,O,0,root
40,3,thêm,V,O,2,vmod
40,4,nhiều,A,O,5,nmod
40,5,video,Nb,O,2,dob
40,6,khác,A,O,5,nmod
40,7,trên,E,O,5,loc
40,8,kênh,N,O,7,pob
40,9,Youtube,Np,O,8,nmod
40,10,Nguyễn_Hữu_Trí,Np,B-PER,8,nmod
40,11,:,CH,O,5,punct
40,12,http://bit.ly/nguyenhuutrichannel,Nb,O,5,nmod
46,1,1,M,O,0,root
46,2,.,CH,O,1,punct
46,3,Bao_dung,Np,B-PER,1,det
46,4,:,CH,O,1,punct
46,5,ngay,T,O,7,nmod
46,6,cả,T,O,7,nmod
46,7,việc,N,O,12,sub
46,8,bao_dung,A,O,7,nmod
46,9,với,E,O,7,nmod
46,10,lỗi_lầm,N,O,9,pob
46,11,dù,C,O,12,dep
46,12,là,V,O,1,dep
46,13,nhỏ,A,O,12,vmod
46,14,nhất,R,O,13,amod
46,15,của,E,O,13,nmod
46,16,đối_phương,N,O,15,pob
46,17,mà,C,O,19,dep
46,18,bạn,N,O,21,sub
46,19,không_thể,R,O,24,adv
46,20,thì,C,O,21,dep
46,21,thực_sự,A,O,24,vmod
46,22,đừng,R,O,24,adv
46,23,nên,C,O,25,x
46,24,yêu,V,O,23,conj
46,25,.,CH,O,1,punct
49,1,Ngày,N,O,19,tmp
49,2,bác_sĩ,N,O,3,sub
49,3,báo,V,O,1,nmod
49,4,tin,N,O,3,dob
49,5,cậu,Nc,O,9,sub
49,6,con,Nc,O,5,nmod
49,7,trai,N,O,5,nmod
49,8,Nhật_Minh,Np,B-PER,5,nmod
49,9,mắc,V,O,4,nmod
49,10,ung_thư,N,O,9,dob
49,11,võng_mạc,N,O,10,nmod
49,12,",",CH,O,19,punct
49,13,anh,Nc,O,19,sub
49,14,Nguyễn_Thanh_Quyền,Np,B-PER,13,nmod
49,15,trong,E,O,13,loc
49,16,cơn,Nc,O,15,pob
49,17,quẫn_trí,A,O,16,nmod
49,18,đã,R,O,19,adv
49,19,có,V,O,0,root
49,20,ý_định,N,O,19,dob
49,21,tự,P,O,22,vmod
49,22,kết_thúc,V,O,20,nmod
49,23,cuộc_đời,N,O,22,dob
49,24,mình,P,O,23,nmod
49,25,...,CH,O,19,punct
50,1,Lên,V,O,0,root
50,2,lại,R,O,1,adv
50,3,mẫu,N,O,1,dob
50,4,giày,N,O,3,nmod
50,5,gót,N,O,3,nmod
50,6,thấp,A,O,3,nmod
50,7,Merly,Np,O,3,nmod
50,8,1181,M,O,9,det
50,9,☘️,Nu,O,3,nmod
50,10,\,CH,O,1,punct
50,11,Thông_tin,N,O,15,sub
50,12,sản_phẩm,N,O,11,nmod
50,13,:,CH,O,1,punct
50,14,\,CH,O,1,punct
50,15,🌐https,V,O,1,vmod
50,16,:,CH,O,1,punct
50,17,/,CH,O,1,punct
50,18,/,CH,O,1,punct
50,19,merlyshoes.co,V,O,1,vmod
50,20,m/s,N,O,19,dob
50,21,earch,N,O,20,nmod
50,22,?,CH,O,1,punct
50,23,type=product,N,O,11,nmod
50,24,&,Ny,O,23,nmod
50,25,q=,N,O,11,nmod
50,26,1181,M,O,27,det
50,27,\,Nu,O,28,tmp
50,28,Mua,V,O,11,nmod
50,29,hàng,N,O,28,dob
50,30,trực_tiếp,A,O,29,nmod
50,31,ở,E,O,29,loc
50,32,cửa_hàng,N,O,31,pob
50,33,:,CH,O,11,punct
50,34,\,M,O,35,det
50,35,🛵,Nu,O,27,nmod
50,36,https://merlyshoes.com/pages/showroom\,N,O,35,nmod
50,37,🌐,M,O,36,det
50,38,Instagram,Np,O,35,nmod
50,39,:,CH,O,11,punct
50,40,https://www.instagram.com/merly_shoes/\,N,O,11,nmod
50,41,🏣,M,O,40,det
50,42,Store,Np,O,40,nmod
50,43,1,M,O,40,det
50,44,:,CH,O,40,punct
50,45,876,M,O,40,det
50,46,Trường_Sa,Np,O,40,nmod
50,47,",",CH,O,40,punct
50,48,Quận,Np,B-LOC,40,nmod
50,49,3,M,I-LOC,40,det
50,50,",",CH,O,40,punct
50,51,HCM,Ny,B-LOC,40,nmod
50,52,\,CH,O,1,punct
50,53,🏣,Nc,O,119,sub
50,54,Store,Np,O,53,nmod
50,55,2,M,O,53,det
50,56,:,CH,O,53,punct
50,57,38,M,B-LOC,58,det
50,58,Tân_Sơn_Nhì,Np,I-LOC,53,nmod
50,59,",",CH,O,53,punct
50,60,Q.Tân,Np,B-LOC,53,nmod
50,61,Phú,Np,I-LOC,53,nmod
50,62,",",CH,O,61,punct
50,63,HCM,Np,B-LOC,61,nmod
50,64,\,CH,O,1,punct
50,65,🏣,Nc,O,147,sub
50,66,Store,Np,O,65,nmod
50,67,3,M,O,65,det
50,68,:,CH,O,65,punct
50,69,13,M,O,70,det
50,70,Tô_Ngọc_Vân,Np,O,65,nmod
50,71,",",CH,O,65,punct
50,72,P.Linh,Np,B-LOC,65,nmod
50,73,Tây,Np,I-LOC,72,nmod
50,74,",",CH,O,1,punct
50,75,Q.Thủ,Np,B-LOC,65,nmod
50,76,Đức,Np,I-LOC,65,nmod
50,77,",",CH,O,76,punct
50,78,HCM,Np,B-LOC,76,nmod
50,79,\,CH,O,1,punct
50,80,🏣,Nc,O,76,coord
50,81,Store,Np,O,80,nmod
50,82,4,M,O,80,prd
50,83,:,CH,O,80,punct
50,84,242,M,O,85,det
50,85,Phan_Chu_Trinh,Np,O,80,nmod
50,86,",",CH,O,80,punct
50,87,P.Tân,Np,B-LOC,80,nmod
50,88,Lợi,Np,I-LOC,80,nmod
50,89,",",CH,O,11,punct
50,90,TP.,Ny,B-LOC,53,loc
50,91,Buôn_Ma_Thuột,Np,I-LOC,90,nmod
50,92,",",CH,O,1,punct
50,93,Đắk_Lắk,Np,B-LOC,53,nmod
50,94,\,M,O,95,det
50,95,\,Nu,O,80,tmp
50,96,☎️,M,O,95,det
50,97,☎️,CH,O,95,punct
50,98,☎️,M,O,95,det
50,99,:,CH,O,95,punct
50,100,0908,M,O,103,det
50,101,1908,M,O,103,det
50,102,56,M,O,103,det
50,103,\,Nu,O,95,nmod
50,104,#,CH,O,103,punct
50,105,merly,N,O,103,nmod
50,106,#,CH,O,53,punct
50,107,giaymerly,N,O,65,nmod
50,108,#,M,O,107,det
50,109,Giaycongso,Np,O,107,nmod
50,110,#,CH,O,1,punct
50,111,Giày,Np,O,80,nmod
50,112,_,M,O,113,det
50,113,công,Nu,O,80,nmod
50,114,_,CH,O,113,punct
50,115,sở,N,O,113,nmod
50,116,_,CH,O,115,punct
50,117,gót,N,O,115,nmod
50,118,_,CH,O,1,punct
50,119,thấp,A,O,11,nmod
50,120,_,Nc,O,119,amod
50,121,Merly,Np,O,120,nmod
50,122,\,CH,O,65,punct
50,123,#,Nc,O,65,nmod
50,124,Giày,Np,O,123,nmod
50,125,_,CH,O,123,punct
50,126,xăng,N,O,123,nmod
50,127,_,CH,O,65,punct
50,128,đan,V,O,65,nmod
50,129,_,N,O,80,nmod
50,130,Merly,Np,O,129,nmod
50,131,\,CH,O,65,punct
50,132,#,Nc,O,65,nmod
50,133,Giày,Np,O,132,nmod
50,134,_,CH,O,132,punct
50,135,nữ,N,O,132,nmod
50,136,_,CH,O,132,punct
50,137,size,Nb,O,65,nmod
50,138,_,CH,O,140,punct
50,139,lớn,A,O,135,nmod
50,140,_,Nc,O,139,amod
50,141,Merly,Np,O,140,nmod
50,142,#,CH,O,140,punct
50,143,giaycuoi,N,O,140,nmod
50,144,#,CH,O,140,punct
50,145,giày,N,O,140,nmod
50,146,_,CH,O,147,punct
50,147,cưới,V,O,1,vmod
50,148,#,M,O,150,det
50,149,13,M,O,150,det
50,150,_,N,O,147,dob
50,151,Tô,Np,B-PER,150,nmod
50,152,_,CH,O,151,punct
50,153,Ngọc,Np,B-PER,151,nmod
50,154,_,CH,O,151,punct
50,155,Vân,Np,B-PER,151,nmod
50,156,_,CH,O,151,punct
50,157,Thủ,Np,O,151,nmod
50,158,_,CH,O,151,punct
50,159,Đức,Np,O,151,nmod
50,160,\,M,O,163,det
50,161,#,CH,O,163,punct
50,162,242,M,O,163,det
50,163,_,N,O,159,nmod
50,164,Phan,Np,B-PER,163,nmod
50,165,_,CH,O,164,punct
50,166,Chu,Np,B-PER,164,nmod
50,167,_,CH,O,164,punct
50,168,Trinh,Np,B-PER,164,nmod
50,169,_,CH,O,164,punct
50,170,BMT,Ny,O,164,nmod
50,171,#,CH,O,164,punct
50,172,876,M,O,173,det
50,173,_,Nu,O,163,nmod
50,174,Trường,N,O,173,nmod
50,175,_,M,O,174,det
50,176,Sa,Np,O,174,nmod
50,177,_,CH,O,174,punct
50,178,Quan,Np,O,176,nmod
50,179,3,M,O,174,det
52,1,BESAWN,Ny,O,8,sub
52,2,trong,E,O,1,loc
52,3,BST,Ny,O,2,pob
52,4,Spring,Np,O,3,nmod
52,5,-,CH,O,3,punct
52,6,Summer_Collection,Np,O,3,nmod
52,7,2020,M,O,8,det
52,8,😛😛,Nu,O,24,tmp
52,9,\,CH,O,8,punct
52,10,\,Nc,O,24,sub
52,11,Costume,Np,O,10,nmod
52,12,:,CH,O,10,punct
52,13,DECOS,Ny,O,10,nmod
52,14,\,CH,O,13,punct
52,15,Photo,Np,O,13,nmod
52,16,:,CH,O,13,punct
52,17,Trần_Hoàng_Vũ,Np,B-PER,13,nmod
52,18,\,CH,O,13,punct
52,19,Art_Director,Np,B-PER,13,nmod
52,20,:,CH,O,10,punct
52,21,Nguyen_Hoang_Tuan,Np,B-PER,10,nmod
52,22,\,CH,O,17,punct
52,23,Make,Np,O,10,nmod
52,24,up,V,O,0,root
52,25,:,CH,O,24,punct
52,26,Dương_Hữu_Nghĩa,Np,B-PER,23,nmod
52,27,\,CH,O,24,punct
52,28,Hair,Np,B-PER,26,nmod
52,29,:,CH,O,26,punct
52,30,Hương_Đào,Np,B-PER,26,nmod
55,1,Thích,V,O,0,root
55,2,nhau,N,O,1,vmod
55,3,thì,C,O,1,coord
55,4,nói,V,O,3,conj
55,5,1,M,O,6,det
55,6,câu,N,O,4,dob
55,7,để,E,O,4,prp
55,8,ta,P,O,9,sub
55,9,từ_chối,V,O,7,dep
55,10,cho_xong,V,O,9,vmod
55,11,",",CH,O,9,punct
55,12,bày_đặt,V,O,9,vmod
55,13,đố,N,O,12,dob
55,14,này,P,O,13,det
55,15,đố,V,O,9,vmod
55,16,kia,P,O,15,det
55,17,😆,CH,O,1,punct
55,18,\,Nc,O,1,sub
55,19,\,Np,O,18,nmod
55,20,-,CH,O,18,punct
55,21,Chân_Nhi,Np,B-PER,18,nmod
55,22,-,CH,O,18,punct
55,23,\,CH,O,1,punct
55,24,\,CH,O,1,punct
55,25,➡,Nc,O,30,sub
55,26,Tổng_hợp,Np,O,25,nmod
55,27,các,L,O,28,det
55,28,thắc_mắc,N,O,25,nmod
55,29,thường,R,O,30,adv
55,30,gặp,V,O,1,vmod
55,31,:,CH,O,30,punct
55,32,http://bit.ly/VLTKM_TongHopThacMac\,N,O,30,dob
55,33,\,M,O,32,det
55,34,➡,CH,O,32,punct
55,35,Trang_chủ,N,O,32,nmod
55,36,:,CH,O,35,punct
55,37,http://vltkm.zing.vn/\,N,O,35,nmod
55,38,\,CH,O,30,punct
55,39,➡,CH,O,32,punct
55,40,https://go.onelink.me/Cvd7/DuongDanhTuHai\,I,O,43,dep
55,41,\,CH,O,43,punct
55,42,#,CH,O,43,punct
