document,index,form,posTag,nerLabel,head,depLabel
1,31,.,CH,O,11,punct
1,1,\,CH,O,7,punct
1,2,Tại,E,O,7,loc
1,3,thị_trường,N,O,2,pob
1,4,Việt_Nam,Np,B-LOC,3,nmod
1,5,",",CH,O,2,punct
1,6,Cocomi.vn,Np,O,3,nmod
1,7,khởi_đầu,V,O,0,root
1,8,với,E,O,7,vmod
1,9,5,M,O,10,det
1,10,thương_hiệu,N,O,8,pob
1,11,quốc_tế,N,O,10,nmod
1,12,-,CH,O,7,punct
1,13,trang_sức,V,O,7,vmod
1,14,Pandora,Np,O,13,dob
1,15,",",CH,O,7,punct
1,16,đồng_hồ,N,O,14,nmod
1,17,August_Berg,Np,B-PER,16,nmod
1,18,",",CH,O,7,punct
1,19,Olivia_Burton,Np,B-PER,16,nmod
1,20,",",CH,O,7,punct
1,21,Bering,Np,B-PER,16,nmod
1,22,và,Cc,O,7,coord
1,23,Paul_Hewitt,Np,B-PER,22,conj
1,24,.,CH,O,7,punct
2,1,☕,CH,O,16,punct
2,2,{,Nc,O,16,tmp
2,3,Cafe_Sách_Buổi_Sáng,Np,O,2,nmod
2,4,},CH,O,2,punct
2,5,\,CH,O,6,punct
2,6,\,N,O,16,sub
2,7,HÃY,Ny,O,8,nmod
2,8,ĐỌC,Ny,O,6,nmod
2,9,VÀ,Ny,O,6,nmod
2,10,SUY_NGẪM,Ny,O,6,nmod
2,11,\,CH,O,14,punct
2,12,\,CH,O,15,punct
2,13,1,M,O,14,det
2,14,️⃣️️️️,Nu,O,16,sub
2,15,Vợ,N,O,14,nmod
2,16,muốn,V,O,0,root
2,17,chồng,N,O,16,dob
2,18,về,V,O,16,vmod
2,19,nhà,N,O,18,loc
2,20,sớm,A,O,19,nmod
2,21,",",CH,O,16,punct
2,22,nên,C,O,16,coord
2,23,đã,R,O,24,adv
2,24,ra,V,O,22,conj
2,25,quy_định,V,O,24,vmod
2,26,:,CH,O,25,punct
2,27,"""",CH,O,25,punct
2,28,Nếu,C,O,33,dep
2,29,sau,E,O,33,tmp
2,30,11h,N,O,29,pob
2,31,mà,C,O,33,dep
2,32,chưa,R,O,33,adv
2,33,về,V,O,37,cnd
2,34,nhà,N,O,33,dob
2,35,là,V,O,39,coord
2,36,khoá,N,O,35,dob
2,37,cửa,N,O,36,nmod
2,38,"""",CH,O,16,punct
2,39,.,CH,O,16,punct
2,1,Tuần,N,O,4,tmp
2,2,đầu_tiên,A,O,1,nmod
2,3,đã,R,O,4,adv
2,4,có,V,O,0,root
2,5,hiệu_quả,N,O,4,dob
2,6,",",CH,O,4,punct
2,7,tuần,N,O,12,tmp
2,8,thứ,N,O,7,nmod
2,9,2,M,O,8,det
2,10,ông,N,O,13,sub
2,11,chồng,N,O,10,nmod
2,12,lại,R,O,13,adv
2,13,về,V,O,4,dep
2,14,muộn,A,O,13,vmod
2,15,",",CH,O,4,punct
2,16,người,N,O,19,sub
2,17,vợ,N,O,16,nmod
2,18,đã,R,O,19,adv
2,19,theo,V,O,4,dep
2,20,quy_định,V,O,19,vmod
2,21,mà,C,O,19,coord
2,22,khoá,V,O,21,conj
2,23,trái,A,O,22,vmod
2,24,cửa,N,O,22,dob
2,25,...,CH,O,4,punct
2,1,\,M,O,2,det
2,2,\,Nu,O,7,tmp
2,3,Cuối_cùng,A,O,2,nmod
2,4,người,Nc,O,7,sub
2,5,chồng,N,O,4,nmod
2,6,đã,R,O,7,adv
2,7,ngủ,V,O,0,root
2,8,luôn,R,O,7,adv
2,9,ở,E,O,7,loc
2,10,công_ty,N,O,9,pob
2,11,mà,C,O,7,coord
2,12,không,R,O,13,adv
2,13,về,V,O,11,conj
2,14,nhà,N,O,13,loc
2,15,nữa,R,O,13,adv
2,16,.,CH,O,7,punct
2,1,Người,Nc,O,4,sub
2,2,vợ,N,O,1,nmod
2,3,rất,R,O,4,amod
2,4,chản,A,O,0,root
2,5,nản,V,O,4,vmod
2,6,không,R,O,7,adv
2,7,biết,V,O,5,vmod
2,8,phải,V,O,7,vmod
2,9,làm_sao,X,O,8,x
2,10,",",CH,O,4,punct
2,11,nhưng,C,O,4,dep
2,12,sau,E,O,20,tmp
2,13,khi,N,O,12,pob
2,14,có,V,O,13,nmod
2,15,cao_nhân,N,O,14,dob
2,16,chỉ_bảo,V,O,15,nmod
2,17,",",CH,O,20,punct
2,18,bà,N,O,20,sub
2,19,đã,R,O,20,adv
2,20,đưa,V,O,4,dep
2,21,ra,R,O,20,adv
2,22,một,M,O,23,det
2,23,quy_định,N,O,20,dob
2,24,mới,A,O,23,nmod
2,25,:,CH,O,23,punct
2,26,\,M,O,27,det
2,27,\,Nu,O,23,nmod
2,28,"""",CH,O,23,punct
2,29,Nếu_như,C,O,23,nmod
2,30,11,M,O,31,det
2,31,giờ,Nu,O,35,tmp
2,32,đêm,N,O,31,nmod
2,33,mà,C,O,35,dep
2,34,chưa,R,O,35,adv
2,35,về,V,O,23,nmod
2,36,bà,N,O,38,sub
2,37,sẽ,R,O,38,adv
2,38,mở_cửa,V,O,35,vmod
2,39,đi,V,O,38,vmod
2,40,ngủ,V,O,39,vmod
2,41,"""",CH,O,4,punct
2,42,.,CH,O,4,punct
2,1,Ông,Nc,O,3,sub
2,2,chồng,N,O,1,nmod
2,3,nghe,V,O,0,root
2,4,thấy,V,O,3,vmod
2,5,rất,R,O,6,adv
2,6,kinh_hãi,V,O,4,vmod
2,7,",",CH,O,3,punct
2,8,từ,E,O,10,tmp
2,9,đó,P,O,8,pob
2,10,trở,V,O,3,vmod
2,11,đi,V,O,10,vmod
2,12,ông,Nc,O,11,dob
2,13,chồng,N,O,12,nmod
2,14,luôn,R,O,15,adv
2,15,về,V,O,10,vmod
2,16,rất,R,O,17,amod
2,17,đúng,A,O,15,tmp
2,18,giờ,N,O,17,amod
2,19,.,CH,O,3,punct
2,1,\,CH,O,9,punct
2,2,\,Nc,O,9,tmp
2,3,🌱Ngẫm,Np,O,2,nmod
2,4,:,CH,O,2,punct
2,5,Qua,E,O,9,mnr
2,6,đó,P,O,5,pob
2,7,chúng_ta,P,O,9,sub
2,8,có_thể,R,O,9,adv
2,9,thấy,V,O,0,root
2,10,những,L,O,11,det
2,11,quy_định,V,O,9,vmod
2,12,khắt_khe,A,O,11,vmod
2,13,không_thể,R,O,14,adv
2,14,ép_buộc,V,O,9,vmod
2,15,được,R,O,14,adv
2,16,lòng,N,O,14,dob
2,17,người,N,O,16,nmod
2,18,",",CH,O,9,punct
2,19,mà,C,O,9,coord
2,20,nó,P,O,21,sub
2,21,phải,V,O,19,conj
2,22,xuất_phát,V,O,21,vmod
2,23,từ,E,O,22,vmod
2,24,lợi_ích,N,O,23,pob
2,25,của,E,O,24,nmod
2,26,người,N,O,25,pob
2,27,phải,V,O,21,vmod
2,28,thực_hiện,V,O,27,vmod
2,29,thì,C,O,21,coord
2,30,mới,R,O,31,adv
2,31,có,V,O,29,conj
2,32,tác_dụng,N,O,31,dob
2,33,.,CH,O,9,punct
2,1,\,M,O,7,tmp
2,2,\,CH,O,7,punct
2,3,2,M,O,1,det
2,4,️⃣️,CH,O,5,punct
2,5,Gà,N,O,7,sub
2,6,con,N,O,5,nmod
2,7,nói,V,O,0,root
2,8,với,E,O,7,vmod
2,9,mẹ,N,O,8,pob
2,10,:,CH,O,7,punct
2,11,"""",CH,O,7,punct
2,12,Mẹ,N,O,15,sub
2,13,có_thể,R,O,15,adv
2,14,không,R,O,15,adv
2,15,đẻ,V,O,7,vmod
2,16,trứng,N,O,15,dob
2,17,và,Cc,O,15,coord
2,18,đi,V,O,17,conj
2,19,chơi,V,O,18,vmod
2,20,cùng,A,O,19,vmod
2,21,con,N,O,20,amod
2,22,không,R,O,20,amod
2,23,?,CH,O,7,punct
2,24,"""",CH,O,7,punct
2,25,\,M,O,27,det
2,26,\,CH,O,29,punct
2,27,Gà,N,O,29,sub
2,28,mẹ,N,O,27,nmod
2,29,trả_lời,V,O,7,vmod
2,30,:,CH,O,29,punct
2,31,"""",CH,O,29,punct
2,32,Không,R,O,33,adv
2,33,được,V,O,29,vmod
2,34,",",CH,O,29,punct
2,35,mẹ,N,O,36,sub
2,36,phải,V,O,29,vmod
2,37,làm_việc,V,O,36,vmod
2,38,"""",CH,O,29,punct
2,39,.,CH,O,7,punct
2,1,\,CH,O,6,punct
2,2,\,CH,O,6,punct
2,3,Gà,N,O,6,sub
2,4,con,N,O,3,nmod
2,5,lại,R,O,6,adv
2,6,nói,V,O,0,root
2,7,:,CH,O,6,punct
2,8,"""",CH,O,6,punct
2,9,Nhưng,C,O,6,coord
2,10,mẹ,N,O,12,sub
2,11,đã,R,O,12,adv
2,12,đẻ,V,O,9,conj
2,13,rất,R,O,15,nmod
2,14,nhiều,A,O,15,nmod
2,15,trứng,N,O,12,dob
2,16,rồi,R,O,12,adv
2,17,"""",CH,O,6,punct
2,18,.,CH,O,6,punct
2,1,\,CH,O,5,punct
2,2,\,CH,O,5,punct
2,3,Gà,N,O,5,sub
2,4,mẹ,N,O,3,nmod
2,5,trả_lời,V,O,0,root
2,6,:,CH,O,5,punct
2,7,"""",CH,O,5,punct
2,8,1,M,O,9,det
2,9,ngày,N,O,11,tmp
2,10,không,R,O,11,adv
2,11,đẻ,V,O,5,vmod
2,12,trứng,N,O,11,dob
2,13,",",CH,O,5,punct
2,14,dao,N,O,18,sub
2,15,thái,V,O,14,nmod
2,16,thịt,N,O,15,dob
2,17,sẽ,R,O,18,adv
2,18,kề,V,O,5,vmod
2,19,bên,N,O,18,loc
2,20,cổ,A,O,19,nmod
2,21,",",CH,O,5,punct
2,22,1,M,O,23,det
2,23,tháng,N,O,25,tmp
2,24,không,R,O,25,adv
2,25,đẻ,V,O,5,vmod
2,26,trứng,N,O,25,dob
2,27,",",CH,O,5,punct
2,28,thì,C,O,5,coord
2,29,chắc_chắn,A,O,32,tmp
2,30,mẹ,N,O,32,sub
2,31,sẽ,R,O,32,adv
2,32,phải,V,O,28,conj
2,33,nằm,V,O,32,vmod
2,34,trong,E,O,33,loc
2,35,nồi,N,O,34,pob
2,36,"""",CH,O,5,punct
2,37,.,CH,O,5,punct
2,1,\,CH,O,6,punct
2,2,\,Nc,O,6,sub
2,3,🌱Ngẫm,Np,B-PER,2,nmod
2,4,:,CH,O,2,punct
2,5,Bạn,N,O,2,nmod
2,6,tồn_tại,V,O,0,root
2,7,bởi_vì,E,O,6,prp
2,8,bạn,N,O,7,pob
2,9,tạo,V,O,8,nmod
2,10,ra,V,O,9,adv
2,11,giá_trị,N,O,9,dob
2,12,cho,E,O,9,iob
2,13,cuộc_sống,N,O,12,pob
2,14,",",CH,O,6,punct
2,15,bạn,N,O,16,sub
2,16,bị,V,O,6,dep
2,17,đào_thải,V,O,16,vmod
2,18,bởi_vì,E,O,17,prp
2,19,bạn,N,O,22,sub
2,20,đã,R,O,22,adv
2,21,không,R,O,22,adv
2,22,còn,V,O,18,dep
2,23,giá_trị,N,O,22,dob
2,24,.,CH,O,6,punct
2,1,Giá_trị,N,O,6,sub
2,2,của,E,O,1,nmod
2,3,quá_khứ,N,O,2,pob
2,4,không,R,O,5,nmod
2,5,đại_biểu,N,O,3,nmod
2,6,cho,E,O,0,root
2,7,tương_lai,N,O,6,dob
2,8,",",CH,O,6,punct
2,9,đó,P,O,10,sub
2,10,là,V,O,6,dep
2,11,lý_do,N,O,10,dob
2,12,vì,E,O,11,prp
2,13,sao,P,O,18,dep
2,14,mỗi,M,O,15,det
2,15,ngày,N,O,18,tmp
2,16,chúng_ta,P,O,18,sub
2,17,đều,R,O,18,adv
2,18,phải,V,O,12,dep
2,19,tiếp_tục,V,O,18,vmod
2,20,cố_gắng,V,O,19,vmod
2,21,…,CH,O,6,punct
2,1,\,M,O,7,tpc
2,2,\,CH,O,7,punct
2,3,3,M,O,1,det
2,4,️⃣,CH,O,7,punct
2,5,Cây,Nc,O,7,sub
2,6,tre,N,O,5,nmod
2,7,phải,V,O,0,root
2,8,dùng,V,O,7,vmod
2,9,4,M,O,10,det
2,10,năm,N,O,8,tmp
2,11,để,E,O,8,prp
2,12,mọc,V,O,11,vmod
2,13,được,R,O,12,adv
2,14,3cm,N,O,12,dob
2,15,",",CH,O,7,punct
2,16,nhưng,C,O,7,coord
2,17,từ,E,O,21,tmp
2,18,năm,N,O,17,pob
2,19,thứ,N,O,18,nmod
2,20,5,M,O,19,det
2,21,trở,V,O,16,conj
2,22,đi,R,O,21,adv
2,23,",",CH,O,7,punct
2,24,nó,P,O,26,sub
2,25,có_thể,R,O,26,adv
2,26,mọc,V,O,7,dep
2,27,30cm,M,O,29,det
2,28,mỗi,M,O,29,det
2,29,ngày,N,O,26,tmp
2,30,",",CH,O,7,punct
2,31,chỉ,R,O,32,dep
2,32,trong,E,O,38,tmp
2,33,vòng,N,O,32,dep
2,34,6,M,O,35,det
2,35,tuần,N,O,32,pob
2,36,nó,P,O,38,sub
2,37,có_thể,R,O,38,adv
2,38,mọc,V,O,7,dep
2,39,được,R,O,38,adv
2,40,15m,M,O,38,vmod
2,41,.,CH,O,7,punct
2,1,Thực_ra,X,O,6,x
2,2,",",CH,O,6,punct
2,3,cây,Nc,O,6,sub
2,4,tre,N,O,3,nmod
2,5,đã,R,O,6,adv
2,6,sử_dụng,V,O,0,root
2,7,4,M,O,8,det
2,8,năm,N,O,6,tmp
2,9,đầu,N,O,8,nmod
2,10,chỉ,R,O,11,dep
2,11,để,E,O,6,prp
2,12,phát_triển,V,O,11,vmod
2,13,bộ,N,O,12,vmod
2,14,rễ,N,O,13,nmod
2,15,.,CH,O,6,punct
2,1,\,CH,O,16,punct
2,2,\,Nc,O,16,sub
2,3,🌱Ngẫm,Np,B-PER,2,nmod
2,4,:,CH,O,2,punct
2,5,Đối_với,E,O,2,punct
2,6,người,N,O,5,pob
2,7,hay,Cc,O,6,coord
2,8,sự_việc,N,O,7,conj
2,9,thì,C,O,16,dep
2,10,cũng,R,O,12,dep
2,11,đều,R,O,12,dep
2,12,như_thế,X,O,2,x
2,13,",",CH,O,16,punct
2,14,chúng_ta,P,O,16,sub
2,15,không,R,O,16,adv
2,16,nên,V,O,0,root
2,17,lo_lắng,V,O,16,vmod
2,18,phải,V,O,17,vmod
2,19,làm,V,O,18,vmod
2,20,nhiều,A,O,19,vmod
2,21,mà,C,O,16,coord
2,22,không,R,O,23,adv
2,23,có,V,O,21,conj
2,24,hồi,N,O,23,dob
2,25,báo,N,O,24,nmod
2,26,.,CH,O,16,punct
2,1,Bởi_vì,C,O,7,dep
2,2,khi,N,O,7,tmp
2,3,chúng_ta,P,O,4,sub
2,4,làm,V,O,2,nmod
2,5,",",CH,O,7,punct
2,6,chúng_ta,P,O,7,sub
2,7,cho,V,O,0,root
2,8,đi,V,O,7,vmod
2,9,thì,C,O,7,coord
2,10,đây,P,O,12,sub
2,11,đều,R,O,12,adv
2,12,là,V,O,9,conj
2,13,giai_đoạn,N,O,12,dob
2,14,cắm,V,O,13,nmod
2,15,rễ,N,O,14,dob
2,16,.,CH,O,7,punct
2,1,Đợi,V,O,0,root
2,2,đến,E,O,1,tmp
2,3,khi,N,O,2,pob
2,4,thời_cơ,N,O,5,sub
2,5,đến,V,O,3,nmod
2,6,",",CH,O,9,punct
2,7,bạn,N,O,9,sub
2,8,sẽ,R,O,9,adv
2,9,vươn,V,O,1,vmod
2,10,tới,E,O,9,vmod
2,11,một,M,O,12,det
2,12,tầm,N,O,10,pob
2,13,cao,A,O,12,nmod
2,14,mà,C,O,9,coord
2,15,không,R,O,16,nmod
2,16,ai,P,O,17,sub
2,17,dám,V,O,14,conj
2,18,ngờ,V,O,17,vmod
2,19,tới,V,O,18,vmod
2,20,.,CH,O,1,punct
2,1,\,M,O,4,det
2,2,\,CH,O,4,punct
2,3,4,M,O,4,det
2,4,️⃣,Nu,O,7,sub
2,5,Người,N,O,4,nmod
2,6,chồng,N,O,5,nmod
2,7,về,V,O,0,root
2,8,nhà,N,O,7,loc
2,9,sau,E,O,7,tmp
2,10,một,M,O,11,det
2,11,ngày,N,O,9,pob
2,12,làm_việc,V,O,11,nmod
2,13,vất_vả,A,O,12,vmod
2,14,",",CH,O,12,punct
2,15,mở_cửa,V,O,12,vmod
2,16,nhìn,V,O,15,vmod
2,17,thấy,V,O,16,vmod
2,18,vợ,N,O,20,sub
2,19,đang,R,O,20,adv
2,20,đánh,V,O,17,vmod
2,21,con,N,O,20,dob
2,22,.,CH,O,7,punct
2,1,Chồng,N,O,3,sub
2,2,liền,R,O,3,adv
2,3,nhẫn_nhịn,V,O,0,root
2,4,đi,V,O,3,vmod
2,5,vào,V,O,4,vmod
2,6,bếp,N,O,4,dob
2,7,tìm,V,O,4,prp
2,8,đồ_ăn,N,O,7,dob
2,9,",",CH,O,3,punct
2,10,thấy,V,O,3,vmod
2,11,nồi,N,O,17,sub
2,12,cháo,N,O,11,nmod
2,13,trên,E,O,11,loc
2,14,bàn,N,O,13,pob
2,15,anh,N,O,14,nmod
2,16,bèn,R,O,17,adv
2,17,múc,V,O,10,vmod
2,18,một,M,O,19,det
2,19,bát,N,O,17,dob
2,20,để,E,O,17,prp
2,21,ăn,V,O,20,vmod
2,22,.,CH,O,3,punct
2,1,Ăn,V,O,0,root
2,2,xong,R,O,1,adv
2,3,anh,N,O,1,dob
2,4,nói,V,O,1,vmod
2,5,",",CH,O,1,punct
2,6,"""",CH,O,1,punct
2,7,...,CH,O,1,punct
2,8,giáo_dục,N,O,10,sub
2,9,con,N,O,8,nmod
2,10,phải,V,O,1,vmod
2,11,dùng,V,O,10,vmod
2,12,đạo_lý,N,O,11,dob
2,13,chứ,C,O,10,coord
2,14,không,R,O,15,adv
2,15,được,V,O,13,conj
2,16,dùng,V,O,15,vmod
2,17,bạo_lực,N,O,16,dob
2,18,"""",CH,O,1,punct
2,19,.,CH,O,1,punct
2,1,Người,Nc,O,3,sub
2,2,vợ,N,O,1,nmod
2,3,nói,V,O,0,root
2,4,:,CH,O,3,punct
2,5,“,CH,O,3,punct
2,6,Em,N,O,8,sub
2,7,vừa,R,O,8,amod
2,8,vất_vả,A,O,3,vmod
2,9,nấu,V,O,8,vmod
2,10,nồi,N,O,9,dob
2,11,cháo,N,O,10,nmod
2,12,ngon,A,O,10,nmod
2,13,thế_này,P,O,12,amod
2,14,",",CH,O,3,punct
2,15,thế_mà,C,O,18,dep
2,16,nó,P,O,18,sub
2,17,lại,R,O,18,adv
2,18,đi,V,O,3,vmod
2,19,đổ,V,O,18,vmod
2,20,nước_tiểu,N,O,19,dob
2,21,vào,V,O,18,vmod
2,22,",",CH,O,3,punct
2,23,anh,N,O,24,sub
2,24,xem,V,O,3,vmod
2,25,như,C,O,24,vmod
2,26,thế,P,O,24,vmod
2,27,thì,C,O,24,coord
2,28,ai,P,O,31,sub
2,29,mà,C,O,31,dep
2,30,nhẫn,N,O,31,sub
2,31,chịu,V,O,27,conj
2,32,được,R,O,31,adv
2,33,?,CH,O,3,punct
2,1,"""",CH,O,4,punct
2,2,Người,Nc,O,4,sub
2,3,chồng,N,O,2,nmod
2,4,nghe,V,O,0,root
2,5,thấy,V,O,4,vmod
2,6,liền,R,O,4,adv
2,7,tức,E,O,5,vmod
2,8,đỏ,A,O,7,dep
2,9,mặt,N,O,7,pob
2,10,",",CH,O,4,punct
2,11,anh,N,O,13,sub
2,12,lập_tức,R,O,13,adv
2,13,đứng,V,O,4,vmod
2,14,dậy,V,O,13,vmod
2,15,và,Cc,O,13,coord
2,16,tiến,V,O,15,conj
2,17,đến,E,O,16,vmod
2,18,cậu,Nc,O,17,pob
2,19,con,Nc,O,18,nmod
2,20,trai,N,O,18,nmod
2,21,…,CH,O,4,punct
2,1,\,I,O,4,dep
2,2,\,CH,O,4,punct
2,3,🌱,CH,O,4,punct
2,4,Ngẫm,V,O,0,root
2,5,:,CH,O,4,punct
2,6,Nếu_như,C,O,4,coord
2,7,đứng,V,O,6,conj
2,8,ở,E,O,7,loc
2,9,ngoài,N,O,8,pob
2,10,cuộc,N,O,9,nmod
2,11,",",CH,O,4,punct
2,12,thì,C,O,4,coord
2,13,ai,P,O,16,sub
2,14,cũng,R,O,16,adv
2,15,có_thể,R,O,16,adv
2,16,giữ,V,O,12,conj
2,17,được,R,O,16,adv
2,18,tâm_thái,N,O,16,dob
2,19,hoà,A,O,18,nmod
2,20,ái,N,O,19,amod
2,21,.,CH,O,4,punct
2,1,Nhưng,C,O,7,dep
2,2,người,N,O,7,sub
2,3,trong,E,O,2,loc
2,4,cuộc,N,O,3,pob
2,5,thì,C,O,7,dep
2,6,rất,R,O,7,amod
2,7,khó,A,O,0,root
2,8,giữ,V,O,7,vmod
2,9,được,R,O,8,adv
2,10,bình_tĩnh,A,O,8,vmod
2,11,.,CH,O,7,punct
2,1,Do_đó,C,O,3,dep
2,2,không,R,O,3,adv
2,3,nên,V,O,0,root
2,4,vội_vàng,V,O,3,vmod
2,5,đánh_giá,V,O,4,vmod
2,6,ai,P,O,5,dob
2,7,đó,P,O,6,det
2,8,",",CH,O,3,punct
2,9,bởi_vì,C,O,3,coord
2,10,bạn,N,O,12,sub
2,11,không,R,O,12,adv
2,12,nằm,V,O,9,conj
2,13,trong,E,O,12,loc
2,14,hoàn_cảnh,N,O,13,pob
2,15,của,E,O,14,nmod
2,16,họ,P,O,15,pob
2,17,.,CH,O,3,punct
2,1,\,M,O,4,det
2,2,\,CH,O,4,punct
2,3,5,M,O,4,det
2,4,️⃣,Nu,O,7,tmp
2,5,Lão,N,O,4,nmod
2,6,hoà_thượng,A,O,7,vmod
2,7,hỏi,V,O,0,root
2,8,tiểu,V,O,7,vmod
2,9,hoà_thượng,A,O,8,vmod
2,10,:,CH,O,7,punct
2,11,“,CH,O,7,punct
2,12,Nếu_như,C,O,7,coord
2,13,con,N,O,14,sub
2,14,tiến,V,O,12,conj
2,15,lên,V,O,14,vmod
2,16,một,M,O,17,det
2,17,bước,N,O,18,sub
2,18,là,V,O,15,dep
2,19,chết,V,O,18,vmod
2,20,",",CH,O,7,punct
2,21,lùi,V,O,7,vmod
2,22,sau,E,O,21,tmp
2,23,một,M,O,24,det
2,24,bước,N,O,22,pob
2,25,cũng,R,O,26,adv
2,26,chết,V,O,24,nmod
2,27,",",CH,O,7,punct
2,28,vậy,P,O,31,dep
2,29,con,N,O,31,sub
2,30,sẽ,R,O,31,adv
2,31,làm,V,O,7,dep
2,32,như,C,O,31,vmod
2,33,nào,P,O,31,vmod
2,34,?,CH,O,7,punct
2,35,”,Nc,O,37,sub
2,36,Tiểu,Np,O,35,nmod
2,37,hoà_thượng,V,O,7,dep
2,38,liền,R,O,39,adv
2,39,trả_lời,V,O,37,vmod
2,40,:,CH,O,39,punct
2,41,“,Nc,O,44,sub
2,42,Con,Np,O,41,nmod
2,43,sẽ,R,O,44,adv
2,44,đi,V,O,39,vmod
2,45,sang,V,O,44,vmod
2,46,đường,N,O,45,pob
2,47,bên,N,O,46,nmod
2,48,cạnh,N,O,47,nmod
2,49,.,CH,O,7,punct
2,50,”,CH,O,7,punct
2,51,\,CH,O,7,punct
2,52,\,Nc,O,47,nmod
2,53,🌱Ngẫm,Np,O,52,nmod
2,54,:,CH,O,52,punct
2,55,Khi,N,O,52,tmp
2,56,gặp,V,O,55,nmod
2,57,phải,V,O,56,vmod
2,58,tình_thế,A,O,57,vmod
2,59,tiến_thoái_lưỡng_nan,X,O,57,x
2,60,",",CH,O,7,punct
2,61,nếu_như,C,O,7,coord
2,62,chúng_ta,P,O,64,sub
2,63,có_thể,R,O,64,adv
2,64,đứng,V,O,61,conj
2,65,ở,E,O,64,loc
2,66,một,M,O,67,det
2,67,góc_độ,N,O,65,pob
2,68,khác,A,O,67,nmod
2,69,để,E,O,64,prp
2,70,suy_xét,V,O,69,vmod
2,71,vấn_đề,N,O,70,dob
2,72,",",CH,O,7,punct
2,73,thì,C,O,7,coord
2,74,chắc_chắn,A,O,77,dep
2,75,bạn,N,O,77,sub
2,76,sẽ,R,O,77,adv
2,77,tìm,V,O,73,conj
2,78,được,R,O,77,adv
2,79,một,M,O,80,det
2,80,hướng,N,O,77,dob
2,81,đi,V,O,80,nmod
2,82,mới,A,O,80,nmod
2,83,.,CH,O,7,punct
2,1,\,N,O,0,root
2,2,st,A,O,1,nmod
2,3,.,CH,O,1,punct
2,1,\,I,O,59,dep
2,2,-,CH,O,59,punct
2,3,-,CH,O,1,punct
2,4,-,CH,O,1,punct
2,5,-,CH,O,1,punct
