document,label,index,form,posTag,nerLabel,head,depLabel
8,the_gioi,6,được,V,O,0,root
8,the_gioi,8,ý_kiến,N,O,6,dob
8,the_gioi,9,ủng_hộ,V,O,8,nmod
8,the_gioi,11,chênh_lệch,A,O,8,nmod
8,the_gioi,13,xa,A,O,11,amod
8,the_gioi,14,so,V,O,11,vmod
8,the_gioi,16,tỉ_lệ,N,O,15,pob
8,the_gioi,20,trump,Np,B-PER,19,nmod
8,the_gioi,2,arizona,Np,B-LOC,1,pob
8,the_gioi,4,tỉ_lệ,N,O,8,sub
8,the_gioi,5,ủng_hộ,V,O,4,nmod
8,the_gioi,7,cử_tri,N,O,6,pob
8,the_gioi,8,được,V,O,0,root
8,the_gioi,9,hỏi,V,O,8,vmod
8,the_gioi,12,biden,Np,B-PER,11,nmod
8,the_gioi,15,trump,Np,B-PER,14,nmod
8,the_gioi,17,là,V,O,8,vmod
8,the_gioi,19,so,V,O,17,vmod
8,the_gioi,24,khi,N,O,23,pob
8,the_gioi,26,florida,Np,B-LOC,25,pob
8,the_gioi,29,biden,Np,B-PER,28,nmod
8,the_gioi,30,dẫn,V,O,8,dep
8,the_gioi,33,trump,Np,B-PER,32,nmod
8,the_gioi,37,tỉ_lệ,N,O,36,pob
8,the_gioi,39,so,V,O,8,vmod
8,the_gioi,2,khảo_sát,N,O,1,pob
8,the_gioi,5,cử_tri,N,O,12,sub
8,the_gioi,8,bang,N,O,6,pob
8,the_gioi,9,nói,V,O,8,nmod
8,the_gioi,10,trên,N,O,9,vmod
8,the_gioi,12,đồng_ý,V,O,0,root
8,the_gioi,14,cách,N,O,13,pob
8,the_gioi,15,xử_lý,V,O,14,nmod
8,the_gioi,16,vấn_đề,N,O,15,dob
8,the_gioi,17,chủng_tộc,N,O,16,nmod
8,the_gioi,19,cách,N,O,18,conj
8,the_gioi,20,xử_lý,V,O,19,nmod
8,the_gioi,21,đại_dịch,N,O,20,dob
8,the_gioi,22,viêm,N,O,21,nmod
8,the_gioi,23,đường,N,O,22,nmod
8,the_gioi,24,hô_hấp,N,O,23,nmod
8,the_gioi,25,cấp,N,O,22,nmod
8,the_gioi,26,covid-,N,O,25,nmod
8,the_gioi,29,trump,Np,B-PER,28,nmod
8,the_gioi,4,cử_tri,N,O,5,sub
8,the_gioi,5,tin_tưởng,V,O,0,root
8,the_gioi,8,trump,Np,B-PER,7,nmod
8,the_gioi,10,cách,N,O,9,pob
8,the_gioi,11,điều_hành,V,O,10,nmod
8,the_gioi,12,nền,N,O,11,dob
8,the_gioi,13,kinh_tế,N,O,12,nmod
9,phap_luat,2,thanh_niên,N,O,1,nmod
9,phap_luat,3,có_mặt,V,O,0,root
9,phap_luat,5,bưu_điện,N,O,4,pob
9,phap_luat,7,h,N,O,6,pob
9,phap_luat,9,đơn,N,O,8,pob
9,phap_luat,10,trình_bày,V,O,9,nmod
9,phap_luat,12,luật_sư,N,O,11,pob
9,phap_luat,15,bản_án,N,O,23,sub
9,phap_luat,16,sơ_thẩm,V,O,15,nmod
9,phap_luat,18,phúc_thẩm,V,O,17,conj
9,phap_luat,20,quyết_định,V,O,3,vmod
9,phap_luat,21,giám_đốc_thẩm,N,O,20,vmod
9,phap_luat,23,thể_hiện,V,O,3,dep
9,phap_luat,24,khoảng,N,O,26,nmod
9,phap_luat,26,ngày,N,O,23,tmp
9,phap_luat,28,hải,Np,B-PER,29,sub
9,phap_luat,29,gọi,V,O,23,vmod
9,phap_luat,30,điện_thoại,N,O,29,dob
9,phap_luat,32,tiệm,N,O,31,pob
9,phap_luat,33,cầm_đồ,N,O,32,nmod
9,phap_luat,37,hải,Np,B-PER,38,sub
9,phap_luat,38,ghé,V,O,23,vmod
9,phap_luat,39,quán,N,O,38,loc
9,phap_luat,40,cà_phê,N,O,39,nmod
9,phap_luat,42,trả,V,O,23,vmod
9,phap_luat,43,tiền,N,O,42,dob
9,phap_luat,44,nợ,N,O,43,nmod
9,phap_luat,46,bạn,N,O,45,pob
9,phap_luat,49,chạy,V,O,48,conj
9,phap_luat,51,bưu_điện,N,O,50,pob
9,phap_luat,52,cầu,Np,B-LOC,51,nmod
9,phap_luat,53,voi,Np,I-LOC,51,nmod
9,phap_luat,55,có_mặt,V,O,54,conj
9,phap_luat,58,khoảng,N,O,55,tmp
9,phap_luat,4,hải,Np,B-PER,5,sub
9,phap_luat,5,ra_tay,V,O,0,root
9,phap_luat,6,giết,V,O,5,vmod
9,phap_luat,7,chết,V,O,6,vmod
9,phap_luat,9,nạn_nhân,N,O,6,dob
9,phap_luat,1,bản_án,N,O,0,root
9,phap_luat,2,thể_hiện,V,O,1,nmod
9,phap_luat,3,có,V,O,2,vmod
9,phap_luat,4,nhiều,A,O,5,nmod
9,phap_luat,5,nhân_chứng,N,O,3,dob
9,phap_luat,6,nhìn,V,O,5,nmod
9,phap_luat,7,thấy,V,O,6,vmod
9,phap_luat,9,nam,N,O,11,sub
9,phap_luat,10,thanh_niên,N,O,9,nmod
9,phap_luat,11,có_mặt,V,O,5,nmod
9,phap_luat,13,bưu_điện,N,O,12,pob
9,phap_luat,15,thời_gian,N,O,13,nmod
9,phap_luat,20,lời,N,O,19,pob
9,phap_luat,21,khai,V,O,20,nmod
9,phap_luat,22,hải,Np,B-PER,20,nmod
9,phap_luat,24,thừa_nhận,V,O,18,conj
9,phap_luat,25,việc,N,O,27,sub
9,phap_luat,27,có_mặt,V,O,24,vmod
9,phap_luat,29,bưu_điện,N,O,28,pob
9,phap_luat,31,giết,V,O,30,conj
9,phap_luat,33,nạn_nhân,N,O,31,dob
9,phap_luat,1,luật_sư,N,O,3,sub
9,phap_luat,2,trần_hồng_phong,Np,B-PER,1,nmod
9,phap_luat,3,cho,V,O,0,root
9,phap_luat,5,thời_gian,N,O,10,tmp
9,phap_luat,6,gần,A,O,5,nmod
9,phap_luat,9,ông,N,O,10,sub
9,phap_luat,10,tiếp_nhận,V,O,3,vmod
9,phap_luat,12,nhiều,A,O,13,nmod
9,phap_luat,13,bút_lục,N,O,10,dob
9,phap_luat,16,ông,N,O,17,sub
9,phap_luat,17,tin_tưởng,V,O,15,conj
9,phap_luat,21,là,V,O,17,vmod
9,phap_luat,23,bút_lục,N,O,21,dob
9,phap_luat,24,nằm,V,O,23,nmod
9,phap_luat,26,hồ_sơ,N,O,25,pob
9,phap_luat,29,được,V,O,27,conj
9,phap_luat,30,rút,V,O,29,vmod
9,phap_luat,31,ra,V,O,30,adv
9,phap_luat,33,hồ_sơ,N,O,30,dob
9,phap_luat,35,án,N,O,34,nmod
9,phap_luat,37,có,V,O,21,vmod
9,phap_luat,38,đóng_dấu,V,O,37,vmod
9,phap_luat,39,bút_lục,N,O,38,dob
9,phap_luat,41,vks,Ny,O,40,pob
9,phap_luat,42,long_an,Np,B-LOC,41,nmod
9,phap_luat,2,số,N,O,1,pob
9,phap_luat,4,bút_lục,N,O,2,nmod
9,phap_luat,6,có,V,O,0,root
9,phap_luat,7,lời,N,O,6,dob
9,phap_luat,8,khai,V,O,7,nmod
9,phap_luat,11,hồ_văn_bình,Np,B-PER,10,nmod
9,phap_luat,1,theo,V,O,10,mnr
9,phap_luat,4,lời,N,O,10,sub
9,phap_luat,5,khai,V,O,4,nmod
9,phap_luat,8,hồ_văn_bình,Np,B-PER,7,nmod
9,phap_luat,10,lấy,V,O,0,root
9,phap_luat,11,sau,N,O,10,dob
9,phap_luat,12,khi,N,O,10,tmp
9,phap_luat,13,vụ,N,O,15,sub
9,phap_luat,14,án_mạng,V,O,13,nmod
9,phap_luat,15,xảy,V,O,12,nmod
9,phap_luat,17,ngày,N,O,15,tmp
9,phap_luat,20,sau,N,O,15,vmod
9,phap_luat,23,chiều,N,O,31,tmp
9,phap_luat,24,chủ_nhật,N,O,23,nmod
9,phap_luat,27,lúc,N,O,10,tmp
9,phap_luat,31,có,V,O,10,dep
9,phap_luat,32,vào,V,O,31,vmod
9,phap_luat,33,bưu_điện,N,O,32,dob
9,phap_luat,34,gửi,V,O,31,vmod
9,phap_luat,35,xe_gắn_máy,N,O,34,dob
9,phap_luat,37,đi,V,O,36,vmod
9,phap_luat,38,bộ,N,O,37,vmod
9,phap_luat,40,nhà,N,O,39,pob
9,phap_luat,42,hai,Np,B-PER,41,nmod
9,phap_luat,2,nhìn,V,O,0,root
9,phap_luat,5,thấy,V,O,4,conj
9,phap_luat,6,vân,Np,B-PER,7,sub
9,phap_luat,7,ngồi,V,O,5,vmod
9,phap_luat,9,quầy,N,O,8,pob
9,phap_luat,10,tính,V,O,9,nmod
9,phap_luat,11,tiền,N,O,10,dob
9,phap_luat,14,hồng,Np,B-PER,15,sub
9,phap_luat,15,ngồi,V,O,13,conj
9,phap_luat,17,ghế,N,O,16,pob
9,phap_luat,21,thanh_niên,N,O,19,pob
9,phap_luat,1,lúc,N,O,3,tmp
9,phap_luat,3,kêu,V,O,0,root
9,phap_luat,4,vân,Np,B-PER,3,dob
9,phap_luat,6,gửi,V,O,3,vmod
9,phap_luat,7,xe,N,O,6,dob
9,phap_luat,9,người,N,O,12,sub
9,phap_luat,10,thanh_niên,N,O,9,nmod
9,phap_luat,12,có,V,O,8,conj
9,phap_luat,13,nhìn,V,O,12,vmod
9,phap_luat,15,phía,N,O,13,loc
9,phap_luat,3,điều_tra_viên,N,O,5,sub
9,phap_luat,4,lê_thành_trung,Np,B-PER,3,nmod
9,phap_luat,5,hỏi,V,O,0,root
9,phap_luat,7,bình,Np,B-PER,6,nmod
9,phap_luat,10,anh,N,O,11,sub
9,phap_luat,11,xác_định,V,O,8,dep
9,phap_luat,12,gửi,V,O,11,vmod
9,phap_luat,13,xe,N,O,12,dob
9,phap_luat,14,lúc,N,O,12,tmp
9,phap_luat,2,bình,Np,B-PER,1,nmod
9,phap_luat,3,trả_lời,V,O,0,root
9,phap_luat,4,rõ_ràng,A,O,3,vmod
9,phap_luat,8,xác_định,V,O,3,vmod
9,phap_luat,13,hôm,N,O,17,tmp
9,phap_luat,16,hai,Np,B-PER,15,nmod
9,phap_luat,17,đi,V,O,12,dep
9,phap_luat,18,lấy,V,O,17,vmod
9,phap_luat,19,vàng,N,O,18,dob
9,phap_luat,21,về,V,O,17,vmod
9,phap_luat,2,có,V,O,0,root
9,phap_luat,3,nhìn,V,O,2,vmod
9,phap_luat,4,đồng_hồ,N,O,3,dob
9,phap_luat,6,nhà,N,O,5,pob
9,phap_luat,8,hai,Np,B-PER,7,nmod
9,phap_luat,10,xác_định,V,O,3,vmod
9,phap_luat,16,nói,V,O,2,dep
9,phap_luat,17,anh,N,O,16,dob
9,phap_luat,19,hôm_nay,N,O,17,tmp
9,phap_luat,20,về,V,O,16,vmod
9,phap_luat,21,muộn,A,O,20,vmod
9,phap_luat,1,khi,N,O,11,tmp
9,phap_luat,3,qua,V,O,1,nmod
9,phap_luat,4,nhà,N,O,3,loc
9,phap_luat,6,hai,Np,B-PER,5,nmod
9,phap_luat,9,hai,Np,B-PER,8,nmod
9,phap_luat,11,về,V,O,0,root
9,phap_luat,14,quay,V,O,11,dep
9,phap_luat,16,lấy,V,O,14,vmod
9,phap_luat,17,xe,N,O,16,dob
9,phap_luat,19,hồng,Np,B-PER,24,sub
9,phap_luat,21,thanh_niên,N,O,24,sub
9,phap_luat,24,ngồi,V,O,20,conj
9,phap_luat,25,bình_thường,A,O,24,vmod
9,phap_luat,28,vân,Np,B-PER,29,sub
9,phap_luat,29,đứng,V,O,27,conj
9,phap_luat,30,dựa,V,O,29,vmod
9,phap_luat,32,quầy,N,O,31,pob
9,phap_luat,33,nhìn,V,O,32,nmod
9,phap_luat,35,phía,N,O,33,loc
9,phap_luat,36,hồng,Np,O,35,nmod
9,phap_luat,38,thanh_niên,N,O,37,conj
9,phap_luat,3,căn_cứ,N,O,0,root
9,phap_luat,5,lời,N,O,4,pob
9,phap_luat,6,khai,V,O,5,nmod
9,phap_luat,9,bình,Np,B-PER,8,nmod
9,phap_luat,11,tình_hình,N,O,8,nmod
9,phap_luat,12,thực_tế,N,O,11,nmod
9,phap_luat,14,lúc,N,O,19,tmp
9,phap_luat,17,hồ_duy_hải,Np,B-PER,19,sub
9,phap_luat,19,còn,V,O,0,root
9,phap_luat,21,tiệm,N,O,20,pob
9,phap_luat,22,cầm_đồ,N,O,21,nmod
9,phap_luat,26,về,V,O,24,conj
9,phap_luat,28,bưu_điện,N,O,27,pob
9,phap_luat,30,ngồi,V,O,29,vmod
9,phap_luat,31,cùng,A,O,30,vmod
9,phap_luat,32,vân,N,O,31,amod
9,phap_luat,34,bưu_cục,N,O,33,pob
9,phap_luat,2,lời,N,O,1,pob
9,phap_luat,3,khai,V,O,2,nmod
9,phap_luat,7,hồ_văn_bình,Np,B-PER,6,nmod
9,phap_luat,11,quyết_định,N,O,10,pob
9,phap_luat,12,giám_đốc_thẩm,N,O,11,nmod
9,phap_luat,14,hđtp,Ny,O,13,pob
9,phap_luat,15,tand,Ny,B-ORG,14,nmod
9,phap_luat,16,tối_cao,Np,I-ORG,15,nmod
9,phap_luat,19,thể_hiện,V,O,0,root
9,phap_luat,4,quyết_định,N,O,3,pob
9,phap_luat,7,nêu,V,O,0,root
9,phap_luat,9,lúc,N,O,8,pob
9,phap_luat,10,hơn,A,O,12,nmod
9,phap_luat,13,bình,Np,B-PER,12,nmod
9,phap_luat,15,bưu_điện,N,O,14,pob
9,phap_luat,16,gửi,V,O,9,nmod
9,phap_luat,17,xe,N,O,16,dob
9,phap_luat,19,thấy,V,O,18,conj
9,phap_luat,21,thanh_niên,N,O,22,sub
9,phap_luat,22,ngồi,V,O,19,vmod
9,phap_luat,24,bưu_cục,N,O,23,pob
9,phap_luat,26,hồng,Np,B-PER,25,pob
9,phap_luat,30,quay,V,O,7,dep
9,phap_luat,32,lấy,V,O,30,vmod
9,phap_luat,33,xe,N,O,32,dob
9,phap_luat,36,thấy,V,O,34,conj
9,phap_luat,37,người,N,O,39,sub
9,phap_luat,39,ngồi,V,O,36,vmod
9,phap_luat,40,cùng,A,O,39,vmod
9,phap_luat,41,hồng,Np,B-PER,40,amod
