document,label,index,form,posTag,nerLabel,head,depLabel
0,phap_luat,34,.,CH,O,30,punct
0,phap_luat,1,Luật_sư,N,O,3,sub
0,phap_luat,2,Trần_Hồng_Phong,Np,B-PER,1,nmod
0,phap_luat,3,cho,V,O,0,root
0,phap_luat,4,rằng,C,O,10,dep
0,phap_luat,5,thời_gian,N,O,10,tmp
0,phap_luat,6,gần,A,O,5,nmod
0,phap_luat,7,đây,P,O,6,amod
0,phap_luat,8,",",CH,O,10,punct
0,phap_luat,9,ông,N,O,10,sub
0,phap_luat,10,tiếp_nhận,V,O,3,vmod
0,phap_luat,11,được,R,O,10,adv
0,phap_luat,12,nhiều,A,O,13,nmod
0,phap_luat,13,bút_lục,N,O,10,dob
0,phap_luat,14,",",CH,O,3,punct
0,phap_luat,15,mà,C,O,3,coord
0,phap_luat,16,ông,N,O,17,sub
0,phap_luat,17,tin_tưởng,V,O,15,conj
0,phap_luat,18,rằng,C,O,21,dep
0,phap_luat,19,đây,P,O,21,sub
0,phap_luat,20,chính,T,O,21,vmod
0,phap_luat,21,là,V,O,17,vmod
0,phap_luat,22,các,L,O,23,det
0,phap_luat,23,bút_lục,N,O,21,dob
0,phap_luat,24,nằm,V,O,23,nmod
0,phap_luat,25,trong,E,O,24,loc
0,phap_luat,26,hồ_sơ,N,O,25,pob
0,phap_luat,27,nhưng,C,O,21,coord
0,phap_luat,28,đã,R,O,29,adv
0,phap_luat,29,được,V,O,27,conj
0,phap_luat,30,rút,V,O,29,vmod
0,phap_luat,31,ra,V,O,30,adv
0,phap_luat,32,khỏi,R,O,30,adv
0,phap_luat,33,hồ_sơ,N,O,30,dob
0,phap_luat,34,vụ,Nc,O,33,nmod
0,phap_luat,35,án,N,O,34,nmod
0,phap_luat,36,(,CH,O,21,punct
0,phap_luat,37,có,V,O,21,vmod
0,phap_luat,38,đóng_dấu,V,O,37,vmod
0,phap_luat,39,bút_lục,N,O,38,dob
0,phap_luat,40,của,E,O,39,nmod
0,phap_luat,41,VKS,Ny,O,40,pob
0,phap_luat,42,Long_An,Np,B-LOC,41,nmod
0,phap_luat,43,),CH,O,3,punct
0,phap_luat,44,.,CH,O,3,punct
0,phap_luat,1,Trong,E,O,6,loc
0,phap_luat,2,số,N,O,1,pob
0,phap_luat,3,những,L,O,4,det
0,phap_luat,4,bút_lục,N,O,2,nmod
0,phap_luat,5,này,P,O,4,det
0,phap_luat,6,có,V,O,0,root
0,phap_luat,7,lời,N,O,6,dob
0,phap_luat,8,khai,V,O,7,nmod
0,phap_luat,9,của,E,O,7,nmod
0,phap_luat,10,anh,Nc,O,9,pob
0,phap_luat,11,Hồ_Văn_Bình,Np,B-PER,10,nmod
0,phap_luat,12,.,CH,O,6,punct
0,phap_luat,1,Theo,V,O,10,mnr
0,phap_luat,2,đó,P,O,1,pob
0,phap_luat,3,",",CH,O,10,punct
0,phap_luat,4,lời,N,O,10,sub
0,phap_luat,5,khai,V,O,4,nmod
0,phap_luat,6,của,E,O,4,nmod
0,phap_luat,7,anh,Nc,O,6,pob
0,phap_luat,8,Hồ_Văn_Bình,Np,B-PER,7,nmod
0,phap_luat,9,được,R,O,10,adv
0,phap_luat,10,lấy,V,O,0,root
0,phap_luat,11,sau,N,O,10,dob
0,phap_luat,12,khi,N,O,10,tmp
0,phap_luat,13,vụ,N,O,15,sub
0,phap_luat,14,án_mạng,V,O,13,nmod
0,phap_luat,15,xảy,V,O,12,nmod
0,phap_luat,16,ra,R,O,15,adv
0,phap_luat,17,ngày,N,O,15,tmp
0,phap_luat,18,20-1-2008,M,O,17,det
0,phap_luat,19,như,C,O,15,vmod
0,phap_luat,20,sau,N,O,15,vmod
0,phap_luat,21,:,CH,O,10,punct
0,phap_luat,22,"""",CH,O,10,punct
0,phap_luat,23,Chiều,N,O,31,tmp
0,phap_luat,24,chủ_nhật,N,O,23,nmod
0,phap_luat,25,13-1-2008,M,O,23,det
0,phap_luat,26,",",CH,O,10,punct
0,phap_luat,27,lúc,N,O,10,tmp
0,phap_luat,28,19h15,M,O,29,det
0,phap_luat,29,phút,Nu,O,27,nmod
0,phap_luat,30,tôi,P,O,31,sub
0,phap_luat,31,có,V,O,10,dep
0,phap_luat,32,vào,V,O,31,vmod
0,phap_luat,33,Bưu_điện,N,O,32,dob
0,phap_luat,34,gửi,V,O,31,vmod
0,phap_luat,35,xe_gắn_máy,N,O,34,dob
0,phap_luat,36,để,E,O,34,prp
0,phap_luat,37,đi,V,O,36,vmod
0,phap_luat,38,bộ,N,O,37,vmod
0,phap_luat,39,qua,E,O,37,dir
0,phap_luat,40,nhà,N,O,39,pob
0,phap_luat,41,anh,Nc,O,40,nmod
0,phap_luat,42,Hai,Np,B-PER,41,nmod
0,phap_luat,43,tôi,P,O,41,nmod
0,phap_luat,44,.,CH,O,10,punct
0,phap_luat,1,Tôi,P,O,2,sub
0,phap_luat,2,nhìn,V,O,0,root
0,phap_luat,3,vào,R,O,2,adv
0,phap_luat,4,thì,C,O,2,coord
0,phap_luat,5,thấy,V,O,4,conj
0,phap_luat,6,Vân,Np,B-PER,7,sub
0,phap_luat,7,ngồi,V,O,5,vmod
0,phap_luat,8,ở,E,O,7,loc
0,phap_luat,9,quầy,N,O,8,pob
0,phap_luat,10,tính,V,O,9,nmod
0,phap_luat,11,tiền,N,O,10,dob
0,phap_luat,12,",",CH,O,2,punct
0,phap_luat,13,còn,C,O,2,coord
0,phap_luat,14,Hồng,Np,B-PER,15,sub
0,phap_luat,15,ngồi,V,O,13,conj
0,phap_luat,16,ở,E,O,15,loc
0,phap_luat,17,ghế,N,O,16,pob
0,phap_luat,18,salon,Nb,O,17,nmod
0,phap_luat,19,với,E,O,15,vmod
0,phap_luat,20,một,M,O,21,det
0,phap_luat,21,thanh_niên,N,O,19,pob
0,phap_luat,22,.,CH,O,2,punct
0,phap_luat,1,Lúc,N,O,3,tmp
0,phap_luat,2,tôi,P,O,3,sub
0,phap_luat,3,kêu,V,O,0,root
0,phap_luat,4,Vân,Np,B-PER,3,dob
0,phap_luat,5,tôi,P,O,3,dob
0,phap_luat,6,gửi,V,O,3,vmod
0,phap_luat,7,xe,N,O,6,dob
0,phap_luat,8,thì,C,O,3,coord
0,phap_luat,9,người,N,O,12,sub
0,phap_luat,10,thanh_niên,N,O,9,nmod
0,phap_luat,11,này,P,O,9,det
0,phap_luat,12,có,V,O,8,conj
0,phap_luat,13,nhìn,V,O,12,vmod
0,phap_luat,14,ra,R,O,13,adv
0,phap_luat,15,phía,N,O,13,loc
0,phap_luat,16,tôi,P,O,15,nmod
0,phap_luat,17,.,CH,O,3,punct
0,phap_luat,1,Sau,E,O,5,tmp
0,phap_luat,2,đó,P,O,1,pob
0,phap_luat,3,điều_tra_viên,N,O,5,sub
0,phap_luat,4,Lê_Thành_Trung,Np,B-PER,3,nmod
0,phap_luat,5,hỏi,V,O,0,root
0,phap_luat,6,anh,Nc,O,5,dob
0,phap_luat,7,Bình,Np,B-PER,6,nmod
0,phap_luat,8,vì,E,O,5,prp
0,phap_luat,9,sao,P,O,11,dep
0,phap_luat,10,anh,N,O,11,sub
0,phap_luat,11,xác_định,V,O,8,dep
0,phap_luat,12,gửi,V,O,11,vmod
0,phap_luat,13,xe,N,O,12,dob
0,phap_luat,14,lúc,N,O,12,tmp
0,phap_luat,15,19h1,M,O,14,det
0,phap_luat,16,5,M,O,15,det
0,phap_luat,17,.,CH,O,5,punct
0,phap_luat,1,Anh,Nc,O,3,sub
0,phap_luat,2,Bình,Np,B-PER,1,nmod
0,phap_luat,3,trả_lời,V,O,0,root
0,phap_luat,4,rõ_ràng,A,O,3,vmod
0,phap_luat,5,:,CH,O,3,punct
0,phap_luat,6,"""",CH,O,3,punct
0,phap_luat,7,Tôi,P,O,8,sub
0,phap_luat,8,xác_định,V,O,3,vmod
0,phap_luat,9,là,C,O,8,vmod
0,phap_luat,10,19h15,M,O,11,det
0,phap_luat,11,phút,Nu,O,8,tmp
0,phap_luat,12,vì,E,O,8,prp
0,phap_luat,13,hôm,N,O,17,tmp
0,phap_luat,14,đó,P,O,13,det
0,phap_luat,15,anh,Nc,O,17,sub
0,phap_luat,16,Hai,Np,B-PER,15,nmod
0,phap_luat,17,đi,V,O,12,dep
0,phap_luat,18,lấy,V,O,17,vmod
0,phap_luat,19,vàng,N,O,18,dob
0,phap_luat,20,chưa,R,O,21,adv
0,phap_luat,21,về,V,O,17,vmod
0,phap_luat,22,.,CH,O,3,punct
0,phap_luat,1,Tôi,P,O,2,sub
0,phap_luat,2,có,V,O,0,root
0,phap_luat,3,nhìn,V,O,2,vmod
0,phap_luat,4,đồng_hồ,N,O,3,dob
0,phap_luat,5,ở,E,O,4,loc
0,phap_luat,6,nhà,N,O,5,pob
0,phap_luat,7,anh,Nc,O,6,nmod
0,phap_luat,8,Hai,Np,B-PER,7,nmod
0,phap_luat,9,",",CH,O,3,punct
0,phap_luat,10,xác_định,V,O,3,vmod
0,phap_luat,11,là,C,O,10,vmod
0,phap_luat,12,19h15,M,O,13,det
0,phap_luat,13,phút,Nu,O,10,dob
0,phap_luat,14,",",CH,O,2,punct
0,phap_luat,15,tôi,P,O,16,sub
0,phap_luat,16,nói,V,O,2,dep
0,phap_luat,17,anh,N,O,16,dob
0,phap_luat,18,Hai,M,O,19,det
0,phap_luat,19,hôm_nay,N,O,17,tmp
0,phap_luat,20,về,V,O,16,vmod
0,phap_luat,21,muộn,A,O,20,vmod
0,phap_luat,22,.,CH,O,2,punct
0,phap_luat,1,Khi,N,O,11,tmp
0,phap_luat,2,tôi,P,O,3,sub
0,phap_luat,3,qua,V,O,1,nmod
0,phap_luat,4,nhà,N,O,3,loc
0,phap_luat,5,anh,Nc,O,4,nmod
0,phap_luat,6,Hai,Np,B-PER,5,nmod
0,phap_luat,7,",",CH,O,11,punct
0,phap_luat,8,anh,Nc,O,11,sub
0,phap_luat,9,Hai,Np,B-PER,8,nmod
0,phap_luat,10,chưa,R,O,11,adv
0,phap_luat,11,về,V,O,0,root
0,phap_luat,12,",",CH,O,11,punct
0,phap_luat,13,tôi,P,O,14,sub
0,phap_luat,14,quay,V,O,11,dep
0,phap_luat,15,lại,R,O,14,adv
0,phap_luat,16,lấy,V,O,14,vmod
0,phap_luat,17,xe,N,O,16,dob
0,phap_luat,18,thì,C,O,14,coord
0,phap_luat,19,Hồng,Np,B-PER,24,sub
0,phap_luat,20,và,Cc,O,14,coord
0,phap_luat,21,thanh_niên,N,O,24,sub
0,phap_luat,22,đó,P,O,21,det
0,phap_luat,23,vẫn,R,O,24,adv
0,phap_luat,24,ngồi,V,O,20,conj
0,phap_luat,25,bình_thường,A,O,24,vmod
0,phap_luat,26,",",CH,O,11,punct
0,phap_luat,27,còn,C,O,11,coord
0,phap_luat,28,Vân,Np,B-PER,29,sub
0,phap_luat,29,đứng,V,O,27,conj
0,phap_luat,30,dựa,V,O,29,vmod
0,phap_luat,31,vào,E,O,30,vmod
0,phap_luat,32,quầy,N,O,31,pob
0,phap_luat,33,nhìn,V,O,32,nmod
0,phap_luat,34,ra,R,O,33,adv
0,phap_luat,35,phía,N,O,33,loc
0,phap_luat,36,Hồng,Np,O,35,nmod
0,phap_luat,37,và,Cc,O,35,coord
0,phap_luat,38,thanh_niên,N,O,37,conj
0,phap_luat,39,"""",CH,O,11,punct
0,phap_luat,40,.,CH,O,11,punct
0,phap_luat,1,Như_vậy,C,O,19,dep
0,phap_luat,2,",",CH,O,19,punct
0,phap_luat,3,căn_cứ,N,O,0,root
0,phap_luat,4,vào,E,O,3,loc
0,phap_luat,5,lời,N,O,4,pob
0,phap_luat,6,khai,V,O,5,nmod
0,phap_luat,7,của,E,O,5,nmod
0,phap_luat,8,anh,Nc,O,7,pob
0,phap_luat,9,Bình,Np,B-PER,8,nmod
0,phap_luat,10,và,Cc,O,8,nmod
0,phap_luat,11,tình_hình,N,O,8,nmod
0,phap_luat,12,thực_tế,N,O,11,nmod
0,phap_luat,13,thì,C,O,19,dep
0,phap_luat,14,lúc,N,O,19,tmp
0,phap_luat,15,19h13,M,O,14,det
0,phap_luat,16,",",CH,O,19,punct
0,phap_luat,17,Hồ_Duy_Hải,Np,B-PER,19,sub
0,phap_luat,18,vẫn,R,O,19,adv
0,phap_luat,19,còn,V,O,0,root
0,phap_luat,20,ở,E,O,19,loc
0,phap_luat,21,tiệm,N,O,20,pob
0,phap_luat,22,cầm_đồ,N,O,21,nmod
0,phap_luat,23,",",CH,O,19,punct
0,phap_luat,24,và,Cc,O,19,coord
0,phap_luat,25,chưa_thể,R,O,26,adv
0,phap_luat,26,về,V,O,24,conj
0,phap_luat,27,đến,E,O,26,loc
0,phap_luat,28,bưu_điện,N,O,27,pob
0,phap_luat,29,để,E,O,26,prp
0,phap_luat,30,ngồi,V,O,29,vmod
0,phap_luat,31,cùng,A,O,30,vmod
0,phap_luat,32,Vân,N,O,31,amod
0,phap_luat,33,trong,E,O,30,loc
0,phap_luat,34,bưu_cục,N,O,33,pob
0,phap_luat,35,.,CH,O,19,punct
0,phap_luat,1,Về,E,O,19,tpc
0,phap_luat,2,lời,N,O,1,pob
0,phap_luat,3,khai,V,O,2,nmod
0,phap_luat,4,này,P,O,2,det
0,phap_luat,5,của,E,O,2,nmod
0,phap_luat,6,anh,Nc,O,5,pob
0,phap_luat,7,Hồ_Văn_Bình,Np,B-PER,6,nmod
0,phap_luat,8,",",CH,O,2,punct
0,phap_luat,9,ngay,T,O,10,dep
0,phap_luat,10,trong,E,O,2,nmod
0,phap_luat,11,quyết_định,N,O,10,pob
0,phap_luat,12,giám_đốc_thẩm,N,O,11,nmod
0,phap_luat,13,của,E,O,11,nmod
0,phap_luat,14,HĐTP,Ny,O,13,pob
0,phap_luat,15,TAND,Ny,B-ORG,14,nmod
0,phap_luat,16,Tối_cao,Np,I-ORG,15,nmod
0,phap_luat,17,cũng,R,O,19,adv
0,phap_luat,18,đã,R,O,19,adv
0,phap_luat,19,thể_hiện,V,O,0,root
0,phap_luat,20,.,CH,O,19,punct
0,phap_luat,1,Tuy_nhiên,C,O,7,dep
0,phap_luat,2,",",CH,O,7,punct
0,phap_luat,3,trong,E,O,7,loc
0,phap_luat,4,quyết_định,N,O,3,pob
0,phap_luat,5,này,P,O,4,det
0,phap_luat,6,chỉ,R,O,7,adv
0,phap_luat,7,nêu,V,O,0,root
0,phap_luat,8,vào,E,O,7,tmp
0,phap_luat,9,lúc,N,O,8,pob
0,phap_luat,10,hơn,A,O,12,nmod
0,phap_luat,11,19h,M,O,12,det
0,phap_luat,12,anh,Nc,O,16,sub
0,phap_luat,13,Bình,Np,B-PER,12,nmod
0,phap_luat,14,tới,E,O,12,nmod
0,phap_luat,15,bưu_điện,N,O,14,pob
0,phap_luat,16,gửi,V,O,9,nmod
0,phap_luat,17,xe,N,O,16,dob
0,phap_luat,18,thì,C,O,7,coord
0,phap_luat,19,thấy,V,O,18,conj
0,phap_luat,20,một,M,O,21,det
0,phap_luat,21,thanh_niên,N,O,22,sub
0,phap_luat,22,ngồi,V,O,19,vmod
0,phap_luat,23,trong,E,O,22,loc
0,phap_luat,24,bưu_cục,N,O,23,pob
0,phap_luat,25,với,E,O,22,vmod
0,phap_luat,26,Hồng,Np,B-PER,25,pob
0,phap_luat,27,",",CH,O,7,punct
0,phap_luat,28,sau,E,O,30,tmp
0,phap_luat,29,đó,P,O,28,pob
0,phap_luat,30,quay,V,O,7,dep
0,phap_luat,31,lại,R,O,30,adv
0,phap_luat,32,lấy,V,O,30,vmod
0,phap_luat,33,xe,N,O,32,dob
0,phap_luat,34,thì,C,O,30,coord
0,phap_luat,35,vẫn,R,O,36,adv
0,phap_luat,36,thấy,V,O,34,conj
0,phap_luat,37,người,N,O,39,sub
0,phap_luat,38,này,P,O,37,det
0,phap_luat,39,ngồi,V,O,36,vmod
0,phap_luat,40,cùng,A,O,39,vmod
0,phap_luat,41,Hồng,Np,B-PER,40,amod
0,phap_luat,42,.,CH,O,7,punct
1,the_gioi,1,Cụ_thể,A,O,5,adv
1,the_gioi,2,",",CH,O,5,punct
1,the_gioi,3,ông,Nc,O,5,sub
1,the_gioi,4,Biden,Np,B-PER,3,nmod
1,the_gioi,5,dẫn,V,O,0,root
1,the_gioi,6,trước,E,O,5,loc
1,the_gioi,7,Tổng_thống,N,O,6,pob
1,the_gioi,8,đương_nhiệm,V,O,7,nmod
1,the_gioi,9,Donald_Trump,Np,B-PER,7,nmod
1,the_gioi,10,tại,E,O,7,loc
1,the_gioi,11,các,L,O,12,det
1,the_gioi,12,bang,N,B-LOC,10,pob
1,the_gioi,13,Michigan,Np,I-LOC,12,nmod
1,the_gioi,14,",",CH,O,13,punct
1,the_gioi,15,Arizona,Np,B-LOC,13,nmod
1,the_gioi,16,và,Cc,O,13,coord
1,the_gioi,17,Florida,Np,B-LOC,16,conj
1,the_gioi,18,.,CH,O,5,punct
1,the_gioi,1,Tại,E,O,6,loc
1,the_gioi,2,Michigan,Np,B-LOC,1,pob
1,the_gioi,3,",",CH,O,6,punct
1,the_gioi,4,ông,Nc,O,6,sub
1,the_gioi,5,Biden,Np,B-PER,4,nmod
1,the_gioi,6,được,V,O,0,root
1,the_gioi,7,52%,M,O,8,det
1,the_gioi,8,ý_kiến,N,O,6,dob
1,the_gioi,9,ủng_hộ,V,O,8,nmod
1,the_gioi,10,",",CH,O,6,punct
1,the_gioi,11,chênh_lệch,A,O,8,nmod
1,the_gioi,12,khá,R,O,13,amod
1,the_gioi,13,xa,A,O,11,amod
1,the_gioi,14,so,V,O,11,vmod
1,the_gioi,15,với,E,O,14,vmod
1,the_gioi,16,tỉ_lệ,N,O,15,pob
1,the_gioi,17,40%,M,O,16,det
1,the_gioi,18,của,E,O,16,nmod
1,the_gioi,19,ông,Nc,O,18,pob
1,the_gioi,20,Trump,Np,B-PER,19,nmod
1,the_gioi,21,.,CH,O,6,punct
1,the_gioi,1,Tại,E,O,8,loc
1,the_gioi,2,Arizona,Np,B-LOC,1,pob
1,the_gioi,3,",",CH,O,8,punct
1,the_gioi,4,tỉ_lệ,N,O,8,sub
1,the_gioi,5,ủng_hộ,V,O,4,nmod
1,the_gioi,6,của,E,O,4,nmod
1,the_gioi,7,cử_tri,N,O,6,pob
1,the_gioi,8,được,V,O,0,root
1,the_gioi,9,hỏi,V,O,8,vmod
1,the_gioi,10,với,E,O,9,vmod
1,the_gioi,11,ông,Nc,O,10,pob
1,the_gioi,12,Biden,Np,B-PER,11,nmod
1,the_gioi,13,và,Cc,O,11,coord
1,the_gioi,14,ông,Nc,O,13,conj
1,the_gioi,15,Trump,Np,B-PER,14,nmod
1,the_gioi,16,lần_lượt,R,O,17,adv
1,the_gioi,17,là,V,O,8,vmod
1,the_gioi,18,49%,M,O,14,det
1,the_gioi,19,so,V,O,17,vmod
1,the_gioi,20,với,E,O,19,vmod
1,the_gioi,21,với,E,O,20,pmod
1,the_gioi,22,45%,M,O,26,det
1,the_gioi,23,trong,E,O,19,tmp
1,the_gioi,24,khi,N,O,23,pob
1,the_gioi,25,tại,E,O,24,loc
1,the_gioi,26,Florida,Np,B-LOC,25,pob
1,the_gioi,27,",",CH,O,8,punct
1,the_gioi,28,ông,Nc,O,30,sub
1,the_gioi,29,Biden,Np,B-PER,28,nmod
1,the_gioi,30,dẫn,V,O,8,dep
1,the_gioi,31,trước,E,O,30,loc
1,the_gioi,32,ông,Nc,O,31,pob
1,the_gioi,33,Trump,Np,B-PER,32,nmod
1,the_gioi,34,5%,M,O,32,det
1,the_gioi,35,",",CH,O,8,punct
1,the_gioi,36,với,E,O,31,pmod
1,the_gioi,37,tỉ_lệ,N,O,36,pob
1,the_gioi,38,51%,M,O,37,det
1,the_gioi,39,so,V,O,8,vmod
1,the_gioi,40,với,E,O,39,vmod
1,the_gioi,41,46%,M,O,37,det
1,the_gioi,42,.,CH,O,8,punct
1,the_gioi,1,Theo,E,O,12,adv
1,the_gioi,2,khảo_sát,N,O,1,pob
1,the_gioi,3,",",CH,O,12,punct
1,the_gioi,4,đa_số,L,O,5,det
1,the_gioi,5,cử_tri,N,O,12,sub
1,the_gioi,6,của,E,O,5,nmod
1,the_gioi,7,3,M,O,8,det
1,the_gioi,8,bang,N,O,6,pob
1,the_gioi,9,nói,V,O,8,nmod
1,the_gioi,10,trên,N,O,9,vmod
1,the_gioi,11,không,R,O,12,adv
1,the_gioi,12,đồng_ý,V,O,0,root
1,the_gioi,13,với,E,O,12,vmod
1,the_gioi,14,cách,N,O,13,pob
1,the_gioi,15,xử_lý,V,O,14,nmod
1,the_gioi,16,vấn_đề,N,O,15,dob
1,the_gioi,17,chủng_tộc,N,O,16,nmod
1,the_gioi,18,và,Cc,O,16,coord
1,the_gioi,19,cách,N,O,18,conj
1,the_gioi,20,xử_lý,V,O,19,nmod
1,the_gioi,21,đại_dịch,N,O,20,dob
1,the_gioi,22,viêm,N,O,21,nmod
1,the_gioi,23,đường,N,O,22,nmod
1,the_gioi,24,hô_hấp,N,O,23,nmod
1,the_gioi,25,cấp,N,O,22,nmod
1,the_gioi,26,COVID-19,N,O,25,nmod
1,the_gioi,27,của,E,O,21,nmod
1,the_gioi,28,ông,Nc,O,27,pob
1,the_gioi,29,Trump,Np,B-PER,28,nmod
1,the_gioi,30,.,CH,O,12,punct
1,the_gioi,1,Mặc_dù,C,O,5,dep
1,the_gioi,2,vậy,P,O,5,dep
1,the_gioi,3,",",CH,O,5,punct
1,the_gioi,4,cử_tri,N,O,5,sub
1,the_gioi,5,tin_tưởng,V,O,0,root
1,the_gioi,6,vào,E,O,5,vmod
1,the_gioi,7,ông,Nc,O,6,pob
1,the_gioi,8,Trump,Np,B-PER,7,nmod
1,the_gioi,9,trong,E,O,4,loc
1,the_gioi,10,cách,N,O,9,pob
1,the_gioi,11,điều_hành,V,O,10,nmod
1,the_gioi,12,nền,N,O,11,dob
1,the_gioi,13,kinh_tế,N,O,12,nmod
1,the_gioi,14,.,CH,O,5,punct
2,van_hoa,1,Là,V,O,0,root
2,van_hoa,2,một,M,O,1,dob
2,van_hoa,3,trong,E,O,2,pmod
2,van_hoa,4,những,L,O,5,det
2,van_hoa,5,ngôi_sao,N,O,3,pob
2,van_hoa,6,trẻ,A,O,5,nmod
2,van_hoa,7,có,V,O,5,nmod
2,van_hoa,8,sức,N,O,7,dob
2,van_hoa,9,ảnh_hưởng,V,O,8,nmod
2,van_hoa,10,lớn,A,O,9,vmod
2,van_hoa,11,nhất,R,O,10,amod
2,van_hoa,12,showbiz,N,B-MISC,10,amod
2,van_hoa,13,Việt,Np,I-MISC,12,nmod
2,van_hoa,14,",",CH,O,21,punct
2,van_hoa,15,mỗi,L,O,16,det
2,van_hoa,16,động_thái,N,O,21,sub
2,van_hoa,17,của,E,O,16,nmod
